YEAR,STATEFIP,age_group,mean_INCWAGE
2011,23,65+,7812.818733098903
2011,23,nan,0.0
2011,24,18 and under,272.9312344961298
2011,24,19-25,17157.422372224493
2011,24,26-34,40149.49879114878
2011,24,35-54,55444.45494337993
2011,24,55-64,43827.64062707545
2011,24,65+,11436.117557521797
2011,24,nan,0.0
2011,25,18 and under,240.20829295037586
2011,25,19-25,14067.641790742911
2011,25,26-34,40943.264140446096
2011,25,35-54,59270.776910768735
2011,25,55-64,44598.48963857019
2011,25,65+,11453.09323876747
2011,25,nan,0.0
2011,26,18 and under,162.5296772612637
2011,26,19-25,9752.609442113344
2011,26,26-34,29042.497246975312
2011,26,35-54,42174.11455534443
2011,26,55-64,30698.83044619274
2011,26,65+,5983.101112944103
2011,26,nan,0.0
2011,27,18 and under,334.4150934525351
2011,27,19-25,16167.69683008167
2011,27,26-34,38163.787046995065
2011,27,35-54,50535.43924394127
2011,27,55-64,38597.34937007116
2011,27,65+,5461.660004065833
2011,27,nan,0.0
2011,28,18 and under,111.66566550787431
2011,28,19-25,9496.1666802899
2011,28,26-34,29851.137271531177
2011,28,35-54,33216.24065526151
2011,28,55-64,32093.382258254678
2011,28,65+,5193.495304638394
2011,28,nan,0.0
2011,29,18 and under,221.31866784165754
2011,29,19-25,12446.32365536092
2011,29,26-34,35506.508136189965
2011,29,35-54,42610.4486081143
2011,29,55-64,32153.629125542513
2011,29,65+,6652.795074633717
2011,29,nan,0.0
2011,30,18 and under,331.2910550249343
2011,30,19-25,13601.067912905917
2011,30,26-34,28425.590208162736
2011,30,35-54,34739.46613325897
2011,30,55-64,27009.347599037246
2011,30,65+,5135.052616686322
2011,30,nan,0.0
2011,31,18 and under,681.1729716107122
2011,31,19-25,14112.253817527459
2011,31,26-34,35033.915266776276
2011,31,35-54,44409.16857776007
2011,31,55-64,37259.33241793798
2011,31,65+,10487.021005608314
2011,31,nan,0.0
2011,32,18 and under,350.7611613995215
2011,32,19-25,15662.100986330726
2011,32,26-34,31572.917568398156
2011,32,35-54,39999.797719467395
2011,32,55-64,35282.51144523802
2011,32,65+,7391.094146408338
2011,32,nan,0.0
2011,33,18 and under,305.69159599975774
2011,33,19-25,15614.679804491132
2011,33,26-34,38511.4031673243
2011,33,35-54,53821.66930823647
2011,33,55-64,44751.06415279027
2011,33,65+,7893.166273728278
2011,33,nan,0.0
2011,34,18 and under,268.30024917241866
2011,34,19-25,15190.944945297932
2011,34,26-34,37911.54210460889
2011,34,35-54,53729.09768365983
2011,34,55-64,53155.82663449338
2011,34,65+,12824.771108848052
2011,34,nan,0.0
2011,35,18 and under,325.44993658732744
2011,35,19-25,12211.539140924437
2011,35,26-34,28919.46379798756
2011,35,35-54,40328.22454809443
2011,35,55-64,30439.021002454912
2011,35,65+,6209.385709607754
2011,35,nan,0.0
2011,36,18 and under,209.313859350096
2011,36,19-25,13772.005877876109
2011,36,26-34,37503.7954556796
2011,36,35-54,47387.63951775735
2011,36,55-64,39183.94621224794
2011,36,65+,9376.437010473828
2011,36,nan,0.0
2011,37,18 and under,137.34052006830765
2011,37,19-25,12874.995886235522
2011,37,26-34,32221.452622363377
2011,37,35-54,40920.51983752941
2011,37,55-64,34099.05482066188
2011,37,65+,5655.569709902157
2011,37,nan,0.0
2011,38,18 and under,834.3117573072941
2011,38,19-25,15858.785467211403
2011,38,26-34,32282.22118170277
2011,38,35-54,47427.12160293011
2011,38,55-64,36789.20270711474
2011,38,65+,6762.846843992812
2011,38,nan,0.0
2011,39,18 and under,304.8048287218616
2011,39,19-25,12638.210542759378
2011,39,26-34,30284.12698477951
2011,39,35-54,40168.18889650431
2011,39,55-64,33435.86295722254
2011,39,65+,6942.560546949846
2011,39,nan,0.0
2011,40,18 and under,109.98878919988844
2011,40,19-25,14774.740433750983
2011,40,26-34,30321.06385223613
2011,40,35-54,37928.533036103865
2011,40,55-64,35343.49465427833
2011,40,65+,7827.642872000832
2011,40,nan,0.0
2011,41,18 and under,175.45996629998683
2011,41,19-25,13560.553359183023
2011,41,26-34,31260.396580035464
2011,41,35-54,39362.35985025852
2011,41,55-64,31252.10728672184
2011,41,65+,3485.6502518936854
2011,41,nan,0.0
2011,42,18 and under,381.2054508464947
2011,42,19-25,13538.374810889987
2011,42,26-34,33426.99142380424
2011,42,35-54,44620.56781260383
2011,42,55-64,37110.3386871321
2011,42,65+,5453.227280008705
2011,42,nan,0.0
2011,44,18 and under,453.540478146092
2011,44,19-25,13929.79368920718
2011,44,26-34,34817.94788918929
2011,44,35-54,46241.55109737693
2011,44,55-64,36364.67715907727
2011,44,65+,8366.081573314816
2011,44,nan,0.0
2011,45,18 and under,193.38246858697417
2011,45,19-25,10860.44921190465
2011,45,26-34,27262.568178990296
2011,45,35-54,37703.435265221
2011,45,55-64,30204.751345708624
2011,45,65+,5176.703147097787
2011,45,nan,0.0
2011,46,18 and under,339.21203922848355
2011,46,19-25,15290.024086885362
2011,46,26-34,31180.525164370752
2011,46,35-54,39675.53659692534
2011,46,55-64,30139.231439406405
2011,46,65+,7672.0681774919585
2011,46,nan,0.0
2011,47,18 and under,292.8932343117381
2011,47,19-25,13316.578136481861
2011,47,26-34,28372.28375128992
2011,47,35-54,34408.00631047621
2011,47,55-64,34324.27259846946
2011,47,65+,10862.725598622614
2011,47,nan,0.0
2011,48,18 and under,171.2416864402539
2011,48,19-25,13409.561650299629
2011,48,26-34,33812.08349788928
2011,48,35-54,42409.64079591326
2011,48,55-64,34012.12431121634
2011,48,65+,8862.484878623673
2011,48,nan,0.0
2011,49,18 and under,254.72758496147287
2011,49,19-25,14852.565605782027
2011,49,26-34,30707.0863992794
2011,49,35-54,44834.48269422533
2011,49,55-64,42497.199739088785
2011,49,65+,5665.228868141711
2011,49,nan,0.0
2011,50,18 and under,388.3569327494917
2011,50,19-25,13121.373860501657
2011,50,26-34,34553.83818433404
2011,50,35-54,41866.812186572766
2011,50,55-64,38354.44679584513
2011,50,65+,6672.098183599962
2011,50,nan,0.0
2011,51,18 and under,309.64885161935365
2011,51,19-25,16953.617628504526
2011,51,26-34,40175.52029022251
2011,51,35-54,53918.73637494592
2011,51,55-64,44478.066302612264
2011,51,65+,10513.720151408566
2011,51,nan,0.0
2011,53,18 and under,231.75172380708418
2011,53,19-25,12041.312723126
2011,53,26-34,33835.75059193929
2011,53,35-54,47007.20178275086
2011,53,55-64,42602.204032100955
2011,53,65+,7066.948131695489
2011,53,nan,0.0
2011,54,18 and under,190.67813174355933
2011,54,19-25,11240.119235508617
2011,54,26-34,28996.42782406001
2011,54,35-54,37558.451783274315
2011,54,55-64,30478.539860223074
2011,54,65+,5127.566817667707
2011,54,nan,0.0
2011,55,18 and under,311.8119070389946
2011,55,19-25,16230.789420164385
2011,55,26-34,35738.185449256394
2011,55,35-54,43164.47627756254
2011,55,55-64,33147.06257994886
2011,55,65+,7881.941190388577
2011,55,nan,0.0
2011,56,18 and under,397.5829500421157
2011,56,19-25,16409.59316161536
2011,56,26-34,35722.57984591195
2011,56,35-54,42949.064513702055
2011,56,55-64,34281.25094047471
2011,56,65+,7745.02888123464
2011,56,nan,0.0
2012,01,18 and under,263.0423271342307
2012,01,19-25,12586.643843208516
2012,01,26-34,28286.88019204527
2012,01,35-54,38705.6531183948
2012,01,55-64,28510.538626365196
2012,01,65+,4930.527002045339
2012,01,nan,0.0
2012,02,18 and under,377.318756292902
2012,02,19-25,18823.574487855167
2012,02,26-34,40509.017002448934
2012,02,35-54,43643.26295662574
2012,02,55-64,36781.15220752665
2012,02,65+,14143.687294604853
2012,02,nan,0.0
2012,04,18 and under,81.00648061688406
2012,04,19-25,13184.640971256307
2012,04,26-34,29917.654544898956
2012,04,35-54,39770.00035202576
2012,04,55-64,39983.182871527635
2012,04,65+,4732.548201888218
2012,04,nan,0.0
2012,05,18 and under,130.42281728284777
2012,05,19-25,15143.732112297781
2012,05,26-34,31237.870901461367
2012,05,35-54,35862.599866815755
2012,05,55-64,19612.031144604294
2012,05,65+,4823.774499999499
2012,05,nan,0.0
2012,06,18 and under,174.8878122633941
2012,06,19-25,11303.612932290445
2012,06,26-34,32157.197014399284
2012,06,35-54,46627.24286386097
2012,06,55-64,39870.41699620321
2012,06,65+,9428.781036844279
2012,06,nan,0.0
2012,08,18 and under,278.26042572087016
2012,08,19-25,15050.815729029806
2012,08,26-34,36060.32486569941
2012,08,35-54,52015.6122464887
2012,08,55-64,40195.7839870926
2012,08,65+,7149.570666888134
2012,08,nan,0.0
2012,09,18 and under,301.40908224101474
2012,09,19-25,12738.165700557278
2012,09,26-34,38071.18734654257
2012,09,35-54,61943.1210230902
2012,09,55-64,51609.31555277243
2012,09,65+,11122.262181144288
2012,09,nan,0.0
2012,10,18 and under,388.11224476140063
2012,10,19-25,16342.589839713502
2012,10,26-34,32455.492081481883
2012,10,35-54,44772.21841607841
2012,10,55-64,32603.642784748274
2012,10,65+,6837.322724384159
2012,10,nan,0.0
2012,11,18 and under,341.9360418018454
2012,11,19-25,18831.44910405782
2012,11,26-34,55636.92001798308
2012,11,35-54,67958.42145326245
2012,11,55-64,63492.32847132304
2012,11,65+,25971.35912575725
2012,11,nan,0.0
2012,12,18 and under,177.65058761036823
2012,12,19-25,14436.568754942955
2012,12,26-34,33126.23774633128
2012,12,35-54,41482.891687139105
2012,12,55-64,40653.95630926003
2012,12,65+,7593.896524253688
2012,12,nan,0.0
2012,13,18 and under,152.7010258426417
2012,13,19-25,10594.584106432769
2012,13,26-34,32959.146775205976
2012,13,35-54,43632.14860295391
2012,13,55-64,34177.36916705792
2012,13,65+,9386.545029013614
2012,13,nan,0.0
2012,15,18 and under,210.77982077195594
2012,15,19-25,15719.042311162946
2012,15,26-34,31289.984287294614
2012,15,35-54,41631.525592167796
2012,15,55-64,38222.04223059655
2012,15,65+,9068.309086272166
2012,15,nan,0.0
2012,16,18 and under,209.0734362739465
2012,16,19-25,11706.160990647866
2012,16,26-34,27234.304754460754
2012,16,35-54,36608.054813898154
2012,16,55-64,34866.41853548357
2012,16,65+,6137.543581159148
2012,16,nan,0.0
2012,17,18 and under,287.928200478932
2012,17,19-25,14753.525564849571
2012,17,26-34,32142.165442324917
2012,17,35-54,49509.17528445659
2012,17,55-64,42301.06091736569
2012,17,65+,8586.851624930323
2012,17,nan,0.0
2012,18,18 and under,153.1318553161461
2012,18,19-25,12763.236382338266
2012,18,26-34,31098.493741542265
2012,18,35-54,48191.86319440069
2012,18,55-64,31165.5125652931
2012,18,65+,5111.490097654153
2012,18,nan,0.0
2012,19,18 and under,359.3234592606623
2012,19,19-25,16797.888771435602
2012,19,26-34,33343.09991963539
2012,19,35-54,41087.323891917855
2012,19,55-64,41214.993163150815
2012,19,65+,4217.187124146645
2012,19,nan,0.0
2012,20,18 and under,267.2642939843541
2012,20,19-25,17471.52937734364
2012,20,26-34,30881.45144891362
2012,20,35-54,41202.51004619653
2012,20,55-64,38589.75369175991
2012,20,65+,11656.446010275795
2012,20,nan,0.0
2012,21,18 and under,367.4341151888766
2012,21,19-25,12523.16248176061
2012,21,26-34,28964.875839042088
2012,21,35-54,35703.40350558521
2012,21,55-64,31958.042268624195
2012,21,65+,4508.582779324352
2012,21,nan,0.0
2012,22,18 and under,274.46824493692276
2012,22,19-25,12719.8001334956
2012,22,26-34,29390.016974446327
2012,22,35-54,33093.52099692821
2012,22,55-64,29218.636928020296
2012,22,65+,15744.017419399834
2012,22,nan,0.0
2012,23,18 and under,422.27889128045695
2012,23,19-25,13131.780645757437
2012,23,26-34,33860.88324440142
2012,23,35-54,39939.0264550727
2012,23,55-64,27568.367505015867
2012,23,65+,5757.327259352527
2012,23,nan,0.0
2012,24,18 and under,233.09164059609483
2012,24,19-25,14287.901998092766
2012,24,26-34,42159.062892090034
2012,24,35-54,55316.79013986336
2012,24,55-64,48650.731194594235
2012,24,65+,11698.885169037381
2012,24,nan,0.0
2012,25,18 and under,433.503212406126
2012,25,19-25,13512.984323581173
2012,25,26-34,43748.32210910849
2012,25,35-54,54314.14814475659
2012,25,55-64,45132.73098012751
2012,25,65+,10493.300537620944
2012,25,nan,0.0
2012,26,18 and under,282.2172557580174
2012,26,19-25,11171.428302679155
2012,26,26-34,32388.201876521896
2012,26,35-54,41507.71892863405
2012,26,55-64,31027.710748935693
2012,26,65+,5553.662450956155
2012,26,nan,0.0
2012,27,18 and under,262.8558721359158
2012,27,19-25,16343.167150435596
2012,27,26-34,37222.915296991145
2012,27,35-54,50936.08403164703
2012,27,55-64,43883.100042422666
2012,27,65+,4882.44802891117
2012,27,nan,0.0
2012,28,18 and under,255.86586278349162
2012,28,19-25,12856.762425977766
2012,28,26-34,29523.077432380236
2012,28,35-54,36427.6053155576
2012,28,55-64,32207.927915909593
2012,28,65+,5561.391537470861
2012,28,nan,0.0
2012,29,18 and under,275.9053804953759
2012,29,19-25,11624.26489420744
2012,29,26-34,35552.06306164997
2012,29,35-54,41673.26177917147
2012,29,55-64,34056.93578354991
2012,29,65+,5385.069075275439
2012,29,nan,0.0
2012,30,18 and under,366.1618412584234
2012,30,19-25,14928.794675659408
2012,30,26-34,27769.78376890552
2012,30,35-54,33654.04917469213
2012,30,55-64,21611.32075621508
2012,30,65+,5217.523664312111
2012,30,nan,0.0
2012,31,18 and under,394.36087240974916
2012,31,19-25,13454.920910608702
2012,31,26-34,34276.35450774618
2012,31,35-54,42181.65423137764
2012,31,55-64,48301.8817182632
2012,31,65+,8016.445033049769
2012,31,nan,0.0
2012,32,18 and under,128.08286961262615
2012,32,19-25,13376.915257177408
2012,32,26-34,30821.685293531376
2012,32,35-54,41100.38893665883
2012,32,55-64,32088.319641247363
2012,32,65+,5138.742596519661
2012,32,nan,0.0
2012,33,18 and under,391.40054605635316
2012,33,19-25,18147.80761292256
2012,33,26-34,37337.83924123939
2012,33,35-54,52716.49617632076
2012,33,55-64,42276.39738122153
2012,33,65+,7946.730063025848
2012,33,nan,0.0
2012,34,18 and under,298.40481238758207
2012,34,19-25,13592.954188583119
2012,34,26-34,34888.02782076438
2012,34,35-54,54448.42534667601
2012,34,55-64,55432.42035329774
2012,34,65+,13405.166362176731
2012,34,nan,0.0
2012,35,18 and under,572.8764881967752
2012,35,19-25,11310.75373271656
2012,35,26-34,29373.74268355991
2012,35,35-54,36492.85235015949
2012,35,55-64,31532.050614740627
2012,35,65+,6934.271384699827
2012,35,nan,0.0
2012,36,18 and under,157.2478484935525
2012,36,19-25,12090.768619471623
2012,36,26-34,38925.13755786218
2012,36,35-54,47007.67737676359
2012,36,55-64,38929.504645018635
2012,36,65+,8126.210881727743
2012,36,nan,0.0
2012,37,18 and under,156.002937570476
2012,37,19-25,11956.11773221
2012,37,26-34,32041.39005269026
2012,37,35-54,41770.883103169515
2012,37,55-64,35445.5345521552
2012,37,65+,6874.207860399742
2012,37,nan,0.0
2012,38,18 and under,580.8268605572495
2012,38,19-25,17730.730229156332
2012,38,26-34,40778.99294912516
2012,38,35-54,42716.162002626785
2012,38,55-64,39976.386452285195
2012,38,65+,8284.77218485842
2012,38,nan,0.0
2012,39,18 and under,320.40865158740166
2012,39,19-25,12636.91974824174
2012,39,26-34,29631.660191486546
2012,39,35-54,40867.59869488726
2012,39,55-64,39546.881305043884
2012,39,65+,6267.933266859908
2012,39,nan,0.0
2012,40,18 and under,206.7991174970205
2012,40,19-25,14645.514045842045
2012,40,26-34,30880.79737374516
2012,40,35-54,43412.12316011704
2012,40,55-64,38993.2668980915
2012,40,65+,9825.314467324568
2012,40,nan,0.0
2012,41,18 and under,162.18355570531506
2012,41,19-25,10875.247867443417
2012,41,26-34,30276.108030984284
2012,41,35-54,41312.34489935533
2012,41,55-64,31660.57750921747
2012,41,65+,6219.336187271627
2012,41,nan,0.0
2012,42,18 and under,358.41694110642015
2012,42,19-25,16106.361525524751
2012,42,26-34,32958.194515438954
2012,42,35-54,46951.121750540864
2012,42,55-64,36348.493710718714
2012,42,65+,5556.855368432651
2012,42,nan,0.0
2012,44,18 and under,381.6375911569725
2012,44,19-25,15153.8420789925
2012,44,26-34,29705.20592081875
2012,44,35-54,45758.74752726117
2012,44,55-64,36914.111712881284
2012,44,65+,6293.325366775756
2012,44,nan,0.0
2012,45,18 and under,108.9814949759601
2012,45,19-25,10309.611172998451
2012,45,26-34,25527.72186180132
2012,45,35-54,34765.553098758435
2012,45,55-64,23255.541495625715
2012,45,65+,3633.676836289874
2012,45,nan,0.0
2012,46,18 and under,479.74266221856635
2012,46,19-25,16534.427810431935
2012,46,26-34,33357.85024994656
2012,46,35-54,35533.77056984473
2012,46,55-64,33420.97940610018
2012,46,65+,6132.62955495736
2012,46,nan,0.0
2012,47,18 and under,178.63103541211305
2012,47,19-25,12649.055791919382
2012,47,26-34,30587.90156325329
2012,47,35-54,35354.95227164666
2012,47,55-64,29523.149966027442
2012,47,65+,7641.049868778481
2012,47,nan,0.0
2012,48,18 and under,254.77812418757944
2012,48,19-25,14504.544354572528
2012,48,26-34,33404.533469630485
2012,48,35-54,43403.46200580942
2012,48,55-64,41972.42761617351
2012,48,65+,12778.344166571045
2012,48,nan,0.0
2012,49,18 and under,402.3586303808603
2012,49,19-25,14738.532180696939
2012,49,26-34,36548.68962145994
2012,49,35-54,44159.14181352522
2012,49,55-64,39431.52121798318
2012,49,65+,5096.414030646315
2012,49,nan,0.0
2012,50,18 and under,376.4330845909919
2012,50,19-25,16210.27498862242
2012,50,26-34,37294.02997741921
2012,50,35-54,39545.5879619969
2012,50,55-64,36428.357374389205
2012,50,65+,6778.299597354793
2012,50,nan,0.0
2012,51,18 and under,268.9773206905582
2012,51,19-25,14354.331861422515
2012,51,26-34,40890.11069066717
2012,51,35-54,53399.359488745984
2012,51,55-64,44733.587865293426
2012,51,65+,8067.772881376172
2012,51,nan,0.0
2012,53,18 and under,334.92381090958503
2012,53,19-25,17329.203295621995
2012,53,26-34,35152.02300752224
2012,53,35-54,45673.68208623524
2012,53,55-64,43314.10451142002
2012,53,65+,11530.626097242004
2012,53,nan,0.0
2012,54,18 and under,274.3454464556592
2012,54,19-25,12683.205447112356
2012,54,26-34,37318.52309685378
2012,54,35-54,33231.62793149111
2012,54,55-64,24958.41596310162
2012,54,65+,6249.61297266904
2012,54,nan,0.0
2012,55,18 and under,373.40983896243154
2012,55,19-25,14242.379030731354
2012,55,26-34,33857.003981956994
2012,55,35-54,43463.884792762066
2012,55,55-64,33585.87897561472
2012,55,65+,6164.265576758408
2012,55,nan,0.0
2012,56,18 and under,630.3030461712582
2012,56,19-25,17960.267133019683
2012,56,26-34,38308.75457159357
2012,56,35-54,43759.95413486076
2012,56,55-64,31315.653785192797
2012,56,65+,9372.155842799984
2012,56,nan,0.0
2013,01,18 and under,300.64005634724424
2013,01,19-25,16557.747534514696
2013,01,26-34,27110.40646863526
2013,01,35-54,36091.08463635445
2013,01,55-64,31397.599708444108
2013,01,65+,6497.464465030887
2013,01,nan,0.0
2013,02,18 and under,476.09753133383276
2013,02,19-25,17362.80557732731
2013,02,26-34,44936.594334171146
2013,02,35-54,48803.48567136489
2013,02,55-64,39231.61451889692
2013,02,65+,11229.23088614832
2013,02,nan,0.0
2013,04,18 and under,188.85099484247186
2013,04,19-25,12406.642967389174
2013,04,26-34,30575.749785267642
2013,04,35-54,40781.25361483261
2013,04,55-64,38688.83456262309
2013,04,65+,9012.579130626933
2013,04,nan,0.0
2013,05,18 and under,191.1028773253095
2013,05,19-25,13770.853782120405
2013,05,26-34,29287.76949263577
2013,05,35-54,38412.438487605876
2013,05,55-64,25490.399493259454
2013,05,65+,3273.588824828754
2013,05,nan,0.0
2013,06,18 and under,144.67385556006957
2013,06,19-25,12544.85388662888
2013,06,26-34,35470.02104542656
2013,06,35-54,46480.58220685563
2013,06,55-64,40638.094239826634
2013,06,65+,11160.794938248659
2013,06,nan,0.0
2013,08,18 and under,267.67192862979937
2013,08,19-25,14995.632660275554
2013,08,26-34,38034.65782193031
2013,08,35-54,53141.14434679368
2013,08,55-64,41598.81184758137
2013,08,65+,7971.673939071783
2013,08,nan,0.0
2013,09,18 and under,303.53355593285147
2013,09,19-25,14420.091646977502
2013,09,26-34,39079.352993298206
2013,09,35-54,60114.927597393325
2013,09,55-64,50446.288878701765
2013,09,65+,10889.742810370886
2013,09,nan,0.0
2013,10,18 and under,243.14054464019532
2013,10,19-25,13624.54739983798
2013,10,26-34,37033.90860870826
2013,10,35-54,39351.979931241985
2013,10,55-64,35985.59869739777
2013,10,65+,6842.241631066767
2013,10,nan,0.0
2013,11,18 and under,145.43798982904215
2013,11,19-25,17970.635604816962
2013,11,26-34,55432.91220205915
2013,11,35-54,70746.27419339215
2013,11,55-64,67361.77713550348
2013,11,65+,25495.076279287896
2013,11,nan,0.0
2013,12,18 and under,232.70840056697196
2013,12,19-25,12905.904615549427
2013,12,26-34,30495.515616539546
2013,12,35-54,40632.4395825895
2013,12,55-64,34677.78743487511
2013,12,65+,7857.724305231599
2013,12,nan,0.0
2013,13,18 and under,118.39987498556924
2013,13,19-25,12220.748655394342
2013,13,26-34,29007.374056768112
2013,13,35-54,43095.859329785664
2013,13,55-64,34192.242055324896
2013,13,65+,12298.034748563352
2013,13,nan,0.0
2013,15,18 and under,226.02603609275639
2013,15,19-25,16088.154620782738
2013,15,26-34,34892.94663755043
2013,15,35-54,41597.580449430425
2013,15,55-64,34030.6028877285
2013,15,65+,6157.015522180331
2013,15,nan,0.0
2013,16,18 and under,297.3919745124697
2013,16,19-25,11626.929796230852
2013,16,26-34,26845.941611538416
2013,16,35-54,38307.243788031956
2013,16,55-64,37669.955265259574
2013,16,65+,6322.020695855547
2013,16,nan,0.0
2013,17,18 and under,242.2824978095711
2013,17,19-25,13908.789227251282
2013,17,26-34,39040.42589556006
2013,17,35-54,49346.23705867045
2013,17,55-64,44543.5590122553
2013,17,65+,14650.74076275386
2013,17,nan,0.0
2013,18,18 and under,258.76485163787373
2013,18,19-25,13236.393987177797
2013,18,26-34,32892.008818405215
2013,18,35-54,40472.26634065672
2013,18,55-64,31023.49303401953
2013,18,65+,8740.417236844576
2013,18,nan,0.0
2013,19,18 and under,434.3794583430715
2013,19,19-25,19304.101591172992
2013,19,26-34,33567.92174844522
2013,19,35-54,42412.116208723935
2013,19,55-64,35033.6123743923
2013,19,65+,7099.704436644829
2013,19,nan,0.0
2013,20,18 and under,267.67121081385494
2013,20,19-25,16687.987590077853
2013,20,26-34,33422.032994934525
2013,20,35-54,44074.238123025156
2013,20,55-64,39879.51294253509
2013,20,65+,10788.341505526478
2013,20,nan,0.0
2013,21,18 and under,290.592181221637
2013,21,19-25,13743.614847065752
2013,21,26-34,28353.980979335985
2013,21,35-54,34881.73531011269
2013,21,55-64,26714.792168591663
2013,21,65+,4641.144715655445
2013,21,nan,0.0
2013,22,18 and under,158.11442394992542
2013,22,19-25,14645.506850762462
2013,22,26-34,29703.149627637933
2013,22,35-54,34592.39306383117
2013,22,55-64,28340.967319558582
2013,22,65+,9379.934420928816
2013,22,nan,0.0
2013,23,18 and under,384.21817829700035
2013,23,19-25,12709.736064126642
2013,23,26-34,29276.383192978414
2013,23,35-54,39914.964843108995
2013,23,55-64,31862.060932337274
2013,23,65+,6391.182580463794
2013,23,nan,0.0
2013,24,18 and under,490.61654789981316
2013,24,19-25,15931.521451393308
2013,24,26-34,38393.934168061765
2013,24,35-54,56658.44406989757
2013,24,55-64,47455.04703009524
2013,24,65+,14665.004288717097
2013,24,nan,0.0
2013,25,18 and under,265.2208389068291
2013,25,19-25,12314.007881694668
2013,25,26-34,41269.057596915816
2013,25,35-54,52146.58592577166
2013,25,55-64,48260.583633095746
2013,25,65+,8607.413972875875
2013,25,nan,0.0
2013,26,18 and under,497.2112434732222
2013,26,19-25,12775.293011601609
2013,26,26-34,30314.919967557656
2013,26,35-54,44664.50955857717
2013,26,55-64,35499.26690478615
2013,26,65+,9000.953672420093
2013,26,nan,0.0
2013,27,18 and under,374.35487060752246
2013,27,19-25,16189.755524884911
2013,27,26-34,37707.16759815719
2013,27,35-54,49203.8551767351
2013,27,55-64,51972.21350844981
2013,27,65+,8514.055376399783
2013,27,nan,0.0
2013,28,18 and under,469.5706035736655
2013,28,19-25,9478.046663143861
2013,28,26-34,23164.274568582103
2013,28,35-54,37603.87872836589
2013,28,55-64,26381.084545198402
2013,28,65+,3532.7585772602733
2013,28,nan,0.0
2013,29,18 and under,317.78542792254314
2013,29,19-25,15928.379669469792
2013,29,26-34,32886.376400093366
2013,29,35-54,46229.2268206347
2013,29,55-64,33496.488465584356
2013,29,65+,11494.97278432133
2013,29,nan,0.0
2013,30,18 and under,369.14295761906465
2013,30,19-25,12164.575064477664
2013,30,26-34,31463.507162731225
2013,30,35-54,36820.65285996992
2013,30,55-64,26107.43771328117
2013,30,65+,6837.709710571189
2013,30,nan,0.0
2013,31,18 and under,336.73177630462885
2013,31,19-25,16888.366171336944
2013,31,26-34,31661.450196128484
2013,31,35-54,44356.141169541675
2013,31,55-64,34392.81156739101
2013,31,65+,7901.684024487218
2013,31,nan,0.0
2013,32,18 and under,215.19505713505612
2013,32,19-25,14053.738944692506
2013,32,26-34,33161.39767022582
2013,32,35-54,40602.75170989463
2013,32,55-64,34580.30235594598
2013,32,65+,8864.14537079357
2013,32,nan,0.0
2013,33,18 and under,419.2876920913898
2013,33,19-25,14983.343664469103
2013,33,26-34,36702.77208731155
2013,33,35-54,54350.74662019214
2013,33,55-64,43274.67704876625
2013,33,65+,10095.273837083041
2013,33,nan,0.0
2013,34,18 and under,193.5042816522851
2013,34,19-25,13037.84625567887
2013,34,26-34,36419.51522593276
2013,34,35-54,59371.83644866626
2013,34,55-64,47376.7050691387
2013,34,65+,11213.052968495296
2013,34,nan,0.0
2013,35,18 and under,190.95902676798983
2013,35,19-25,9482.424968102758
2013,35,26-34,29249.466975412975
2013,35,35-54,47864.22638227376
2013,35,55-64,50539.79723817164
2013,35,65+,6026.751880823995
2013,35,nan,0.0
2013,36,18 and under,186.52112941413782
2013,36,19-25,14531.967630732908
2013,36,26-34,38955.547257573504
2013,36,35-54,46315.663466826896
2013,36,55-64,42101.06952240407
2013,36,65+,9245.71190082914
2013,36,nan,0.0
2013,37,18 and under,152.04341341782177
2013,37,19-25,11437.064331606254
2013,37,26-34,28121.329378375285
2013,37,35-54,39508.101769756744
2013,37,55-64,32418.260551216317
2013,37,65+,4804.282095966142
2013,37,nan,0.0
2013,38,18 and under,541.4331586949727
2013,38,19-25,18138.45987321178
2013,38,26-34,36371.04882662268
2013,38,35-54,45100.79419335916
2013,38,55-64,33954.77097738416
2013,38,65+,13459.182473196308
2013,38,nan,0.0
2013,39,18 and under,327.47721460181964
2013,39,19-25,12642.454556734809
2013,39,26-34,30340.563586135875
2013,39,35-54,40542.43989788529
2013,39,55-64,31483.13336476126
2013,39,65+,7574.934745399576
2013,39,nan,0.0
2013,40,18 and under,206.70986881384763
2013,40,19-25,13880.681735177464
2013,40,26-34,29311.52248042984
2013,40,35-54,39853.9149564832
2013,40,55-64,37549.38584018664
2013,40,65+,8825.202329339041
2013,40,nan,0.0
2013,41,18 and under,235.880849189701
2013,41,19-25,9469.489136448308
2013,41,26-34,33289.655494852996
2013,41,35-54,39646.90799184865
2013,41,55-64,29925.933037802468
2013,41,65+,5450.823629070871
2013,41,nan,0.0
2013,42,18 and under,200.58520552784017
2013,42,19-25,15188.303770350947
2013,42,26-34,33945.01547189096
2013,42,35-54,44644.386383705234
2013,42,55-64,39904.297479787296
2013,42,65+,6476.843324939577
2013,42,nan,0.0
2013,44,18 and under,257.8121542966107
2013,44,19-25,15138.556586205892
2013,44,26-34,31322.097757471784
2013,44,35-54,49703.325250409325
2013,44,55-64,46317.796113992415
2013,44,65+,11636.948831569109
2013,44,nan,0.0
2013,45,18 and under,291.15113511418065
2013,45,19-25,11673.37217969811
