YEAR,STATEFIP,age_group,mean_INCWAGE
2010,16,35-54,31140.744108982424
2010,16,55-64,33525.06668030638
2010,16,65+,4525.126513458637
2010,17,18 and under,2979.672889855348
2010,17,19-25,11502.799222709902
2010,17,26-34,29569.70756690515
2010,17,35-54,35357.68051692942
2010,17,55-64,25942.06698940171
2010,17,65+,4707.8811776762095
2010,18,18 and under,1848.7444922356751
2010,18,19-25,13096.337759987015
2010,18,26-34,24146.21631667229
2010,18,35-54,30434.77140188
2010,18,55-64,25095.906951650486
2010,18,65+,3702.9844863837625
2010,19,18 and under,3897.189006816955
2010,19,19-25,12584.495813056208
2010,19,26-34,24342.636984026198
2010,19,35-54,35687.46225248294
2010,19,55-64,24827.473150810023
2010,19,65+,7453.120917127847
2010,20,18 and under,13077.539832818551
2010,20,19-25,10537.46120266795
2010,20,26-34,27470.965397585576
2010,20,35-54,29617.48911813128
2010,20,55-64,29052.66920298064
2010,20,65+,3550.3723874161337
2010,21,18 and under,5052.580671430725
2010,21,19-25,15622.857738872537
2010,21,26-34,23420.041022689602
2010,21,35-54,31243.636527075472
2010,21,55-64,23552.303109788878
2010,21,65+,1238.706815928863
2010,22,18 and under,3029.171438836593
2010,22,19-25,9797.417269594938
2010,22,26-34,29042.83256542073
2010,22,35-54,34565.741323655755
2010,22,55-64,19785.080305619038
2010,22,65+,5280.650614331449
2010,23,18 and under,4556.220198203163
2010,23,19-25,14137.49551842613
2010,23,26-34,26675.34115380128
2010,23,35-54,27201.0059058199
2010,23,55-64,24052.639246416504
2010,23,65+,4119.926625672705
2010,24,18 and under,2493.1438816583463
2010,24,19-25,13606.51422098331
2010,24,26-34,27552.804582156466
2010,24,35-54,42038.343127088665
2010,24,55-64,33858.97404495557
2010,24,65+,6008.151901314962
2010,25,18 and under,6881.326345324385
2010,25,19-25,11979.448390821803
2010,25,26-34,23016.17721983596
2010,25,35-54,33526.25696215135
2010,25,55-64,32627.617033830848
2010,25,65+,8602.239407275894
2010,26,18 and under,2561.1267539149826
2010,26,19-25,9959.90980018409
2010,26,26-34,20567.163452477704
2010,26,35-54,30320.647346804606
2010,26,55-64,17988.5212146184
2010,26,65+,2432.2033980687474
2010,27,18 and under,5727.35474707312
2010,27,19-25,16402.885452385526
2010,27,26-34,27956.00399679083
2010,27,35-54,35490.71696837158
2010,27,55-64,31010.00653069413
2010,27,65+,6031.922217036254
2010,28,18 and under,4578.229826365574
2010,28,19-25,12870.552454050365
2010,28,26-34,21513.70717550467
2010,28,35-54,26660.82428295655
2010,28,55-64,15977.17479290649
2010,28,65+,16048.000352332703
2010,29,18 and under,6629.332958807625
2010,29,19-25,12199.273702531424
2010,29,26-34,26092.11231808587
2010,29,35-54,32641.59406930903
2010,29,55-64,27335.064859322643
2010,29,65+,5481.676786036241
2010,30,18 and under,4170.782216553168
2010,30,19-25,15826.012158728969
2010,30,26-34,26506.837775574077
2010,30,35-54,27247.135556228717
2010,30,55-64,24664.759291134418
2010,30,65+,1599.094104913372
2010,31,18 and under,7270.9400898247195
2010,31,19-25,17876.980519547295
2010,31,26-34,25768.755592783033
2010,31,35-54,31862.37846004252
2010,31,55-64,24210.283212298516
2010,31,65+,8260.001162152148
2010,32,18 and under,7259.33248344582
2010,32,19-25,13892.159861412934
2010,32,26-34,34816.95189527231
2010,32,35-54,34060.216327819086
2010,32,55-64,37619.15160123045
2010,32,65+,12715.752161404745
2010,33,18 and under,6466.509672045414
2010,33,19-25,14519.149935549725
2010,33,26-34,31234.36131730846
2010,33,35-54,37744.37260792853
2010,33,55-64,29901.66339583269
2010,33,65+,4186.029013596474
2010,34,18 and under,3149.667615928816
2010,34,19-25,11685.614845311604
2010,34,26-34,29349.161308392486
2010,34,35-54,41065.38325799892
2010,34,55-64,38778.511699757575
2010,34,65+,14196.909140135054
2010,35,18 and under,7102.158130645699
2010,35,19-25,10990.63077926995
2010,35,26-34,24397.827637675884
2010,35,35-54,30786.013349265737
2010,35,55-64,20146.49756911497
2010,35,65+,4535.626784456098
2010,36,18 and under,3778.521634148206
2010,36,19-25,11349.3874628581
2010,36,26-34,26898.655249820276
2010,36,35-54,33512.77500830949
2010,36,55-64,31300.036704515387
2010,36,65+,5778.986281727953
2010,37,18 and under,3111.4072979717275
2010,37,19-25,11062.089724008729
2010,37,26-34,29559.194503355666
2010,37,35-54,29761.905298111637
2010,37,55-64,26437.987103290616
2010,37,65+,4429.480125951633
2010,38,18 and under,5614.533053733933
2010,38,19-25,18337.283449403025
2010,38,26-34,24935.042473646623
2010,38,35-54,33747.333200675974
2010,38,55-64,33775.73638259548
2010,38,65+,8200.753948791846
2010,39,18 and under,6201.345158349504
2010,39,19-25,10484.047040687887
2010,39,26-34,25023.12656062107
2010,39,35-54,31749.14232316599
2010,39,55-64,27183.83607161388
2010,39,65+,4368.64465345724
2010,40,18 and under,5789.829358157898
2010,40,19-25,15030.376070448214
2010,40,26-34,28292.690337539978
2010,40,35-54,37542.036815563515
2010,40,55-64,29603.997755355955
2010,40,65+,4164.729854124876
2010,41,18 and under,4067.9678705437136
2010,41,19-25,11727.578639649748
2010,41,26-34,26528.825730248664
2010,41,35-54,35736.03335558932
2010,41,55-64,24338.480561498563
2010,41,65+,3507.8976067896983
2010,42,18 and under,3497.400099776597
2010,42,19-25,12074.638489279207
2010,42,26-34,27946.94152086951
2010,42,35-54,30685.887065810228
2010,42,55-64,24719.27014416325
2010,42,65+,4312.73138971697
2010,44,18 and under,7254.181286051469
2010,44,19-25,12063.312746636393
2010,44,26-34,32472.498984591202
2010,44,35-54,34378.896112596805
2010,44,55-64,32742.468410327332
2010,44,65+,7616.68607660844
2010,45,18 and under,5573.729823744015
2010,45,19-25,9585.200689413228
2010,45,26-34,22354.39449650808
2010,45,35-54,29909.050601002884
2010,45,55-64,21965.538394112507
2010,45,65+,2926.778914243177
2010,46,18 and under,5529.997774978919
2010,46,19-25,14474.561987891595
2010,46,26-34,22300.94965226143
2010,46,35-54,31533.676547277453
2010,46,55-64,23895.187345442053
2010,46,65+,8267.763191688939
2010,47,18 and under,1400.3685462803423
2010,47,19-25,11043.096071954138
2010,47,26-34,28648.958016237913
2010,47,35-54,25718.692151618383
2010,47,55-64,20838.323486411067
2010,47,65+,2634.2713337622977
2010,48,18 and under,3155.1772085510247
2010,48,19-25,14198.46482715131
2010,48,26-34,26175.91365106825
2010,48,35-54,32609.79011991236
2010,48,55-64,25617.06275208008
2010,48,65+,5676.832234733308
2010,49,18 and under,1301.2182430857092
2010,49,19-25,23682.032550807835
2010,49,26-34,27634.943857765516
2010,49,35-54,38540.56477547975
2010,49,55-64,27399.89647120289
2010,49,65+,5844.123402185691
2010,50,18 and under,6865.287918784225
2010,50,19-25,10022.602394444213
2010,50,26-34,30305.755203590106
2010,50,35-54,33339.4124596169
2010,50,55-64,24692.680953188614
2010,50,65+,3452.4037294574523
2010,51,18 and under,4064.398592922783
2010,51,19-25,16894.632126809287
2010,51,26-34,27861.13310879347
2010,51,35-54,38649.82788156364
2010,51,55-64,27416.777988277845
2010,51,65+,4133.74058162691
2010,53,18 and under,3657.031764493798
2010,53,19-25,12828.370041329006
2010,53,26-34,27799.152640919983
2010,53,35-54,41457.58222925515
2010,53,55-64,29614.391179265705
2010,53,65+,5829.392068670791
2010,54,18 and under,3042.2388463654015
2010,54,19-25,9776.801234674995
2010,54,26-34,28155.390200675625
2010,54,35-54,28055.86214110498
2010,54,55-64,19907.385979468494
2010,54,65+,3195.3794350056673
2010,55,18 and under,4504.184121384313
2010,55,19-25,15946.363279290374
2010,55,26-34,28005.293145220323
2010,55,35-54,33670.59354656379
2010,55,55-64,30149.787786061395
2010,55,65+,4620.900299858899
2010,56,18 and under,5033.412108272245
2010,56,19-25,17992.680374087326
2010,56,26-34,38069.32917052624
2010,56,35-54,40776.66353160393
2010,56,55-64,37658.76374744928
2010,56,65+,3740.3466897771355
2011,1,18 and under,470.56909286918426
2011,1,19-25,13625.871433389028
2011,1,26-34,23715.465997144976
2011,1,35-54,27367.085554887442
2011,1,55-64,17976.345630760272
2011,1,65+,9407.842451330183
2011,2,18 and under,6200.430856106947
2011,2,19-25,21396.326769696094
2011,2,26-34,32148.819187609788
2011,2,35-54,35957.17857375622
2011,2,55-64,23068.856831417645
2011,2,65+,10538.19399754677
2011,4,18 and under,3189.2217949773576
2011,4,19-25,9854.358294125068
2011,4,26-34,26344.16334491716
2011,4,35-54,29766.555900161628
2011,4,55-64,23520.94149089059
2011,4,65+,4605.9664466016575
2011,5,18 and under,4871.210227800418
2011,5,19-25,16290.617917478701
2011,5,26-34,22963.64293783532
2011,5,35-54,28088.810876392195
2011,5,55-64,22732.61813258653
2011,5,65+,4579.910263324492
2011,6,18 and under,2420.561300072294
2011,6,19-25,11501.847429103362
2011,6,26-34,24658.430561879675
2011,6,35-54,32955.92100299317
2011,6,55-64,27443.245836037346
2011,6,65+,4940.924485255945
2011,8,18 and under,3569.6903190575736
2011,8,19-25,12377.252319587136
2011,8,26-34,28551.364078177976
2011,8,35-54,35783.69912444281
2011,8,55-64,32208.67658274254
2011,8,65+,5006.254559652968
2011,9,18 and under,4701.782235339186
2011,9,19-25,11669.737849555097
2011,9,26-34,27393.17121061137
2011,9,35-54,35945.39697968212
2011,9,55-64,32779.11705805635
2011,9,65+,6289.396408922168
2011,10,18 and under,11152.31128871789
2011,10,19-25,12389.319315510158
2011,10,26-34,30632.331210023454
2011,10,35-54,33631.889962264104
2011,10,55-64,25323.179711906065
2011,10,65+,5708.612593182401
2011,11,18 and under,0.0
2011,11,19-25,10560.700394236526
2011,11,26-34,23260.125599139545
2011,11,35-54,32757.841471837673
2011,11,55-64,21777.444444992667
2011,11,65+,4610.812502343432
2011,12,18 and under,3226.4466069773493
2011,12,19-25,12168.139344826177
2011,12,26-34,25651.022384619817
2011,12,35-54,31656.94180017145
2011,12,55-64,25245.078524120796
2011,12,65+,4241.320051465961
2011,13,18 and under,3219.759588731784
2011,13,19-25,10889.057708800474
2011,13,26-34,23251.400798959054
2011,13,35-54,29478.595285906904
2011,13,55-64,19694.103751342285
2011,13,65+,6841.68856037847
2011,15,18 and under,3536.1649092055577
2011,15,19-25,12889.709295944409
2011,15,26-34,26148.190147721303
2011,15,35-54,31595.92301091221
2011,15,55-64,26225.504256878736
2011,15,65+,6066.3407344175985
2011,16,18 and under,1297.7654915460253
2011,16,19-25,11232.385629555896
2011,16,26-34,18163.164059626954
2011,16,35-54,33017.82916263968
2011,16,55-64,24367.690079948065
2011,16,65+,8706.247454098473
2011,17,18 and under,2642.0245449990966
2011,17,19-25,12225.246404388905
2011,17,26-34,25641.10014608861
2011,17,35-54,38909.45424799705
2011,17,55-64,27441.444770781218
2011,17,65+,5763.939293625415
2011,18,18 and under,3527.540688131965
2011,18,19-25,11519.296235631802
2011,18,26-34,21814.995091349738
2011,18,35-54,30098.122292803222
2011,18,55-64,28834.01988012401
2011,18,65+,4142.726938228747
2011,19,18 and under,5356.345677052885
2011,19,19-25,16495.749402532674
2011,19,26-34,26638.11610229566
2011,19,35-54,34069.05699242417
2011,19,55-64,24888.347664985773
2011,19,65+,4737.156541544692
2011,20,18 and under,6063.633549451245
2011,20,19-25,11110.551209743102
2011,20,26-34,25808.61020764973
2011,20,35-54,28400.099612132326
2011,20,55-64,22925.530216230938
2011,20,65+,2549.1279328113606
2011,21,18 and under,4359.138081252903
2011,21,19-25,14362.728783996294
2011,21,26-34,20956.204862637667
2011,21,35-54,26667.716931609106
2011,21,55-64,22431.420587115823
2011,21,65+,3221.24984703055
2011,22,18 and under,2902.912430924958
2011,22,19-25,9641.010117953168
2011,22,26-34,28899.488582901642
2011,22,35-54,33698.45744440414
2011,22,55-64,17738.70998236702
2011,22,65+,4697.323342737373
2011,23,18 and under,5662.96210573907
2011,23,19-25,11722.512587531211
2011,23,26-34,24554.019756054033
2011,23,35-54,28381.152101225485
2011,23,55-64,21790.533519897486
2011,23,65+,6150.207651780659
2011,24,18 and under,5869.28477651004
2011,24,19-25,13334.164138837155
2011,24,26-34,30893.43033175724
2011,24,35-54,41444.047368136424
2011,24,55-64,26879.43504284585
2011,24,65+,7651.997907293704
2011,25,18 and under,2200.815060309989
2011,25,19-25,9272.565737814199
2011,25,26-34,21307.93221113968
2011,25,35-54,42352.22775720321
2011,25,55-64,26885.38950180114
2011,25,65+,10622.774936896825
2011,26,18 and under,1772.5443675225285
2011,26,19-25,8808.79084774851
2011,26,26-34,19998.045084743877
2011,26,35-54,28922.61258585299
2011,26,55-64,23721.506174960894
2011,26,65+,3704.7815792710826
2011,27,18 and under,5558.196604831398
2011,27,19-25,14263.783261077526
2011,27,26-34,26864.138282293996
2011,27,35-54,36324.68714328975
2011,27,55-64,25396.191248753625
2011,27,65+,5248.3287224592505
2011,28,18 and under,1033.8882049316733
2011,28,19-25,9978.323467913706
2011,28,26-34,23156.152547905152
2011,28,35-54,30447.111935889294
2011,28,55-64,22539.308210198382
2011,28,65+,4793.959131453756
2011,29,18 and under,2961.769181771533
2011,29,19-25,10671.231965805404
2011,29,26-34,29417.8038436615
2011,29,35-54,31506.089100285855
2011,29,55-64,26187.290316350245
2011,29,65+,7251.741692877737
2011,30,18 and under,4930.1641873873505
2011,30,19-25,13199.143728264824
2011,30,26-34,23378.09764177787
2011,30,35-54,29074.94798346533
2011,30,55-64,18885.00739599317
2011,30,65+,2952.303677820408
2011,31,18 and under,6483.48336726159
2011,31,19-25,12918.522480657437
2011,31,26-34,29469.747270156113
2011,31,35-54,34136.43801573964
2011,31,55-64,26566.46506320391
2011,31,65+,8721.747979277903
2011,32,18 and under,8854.253353520056
2011,32,19-25,14815.485240482463
2011,32,26-34,28138.072745172394
2011,32,35-54,34183.09361582876
2011,32,55-64,33560.279424484346
2011,32,65+,8211.282649170538
2011,33,18 and under,3395.8912498080317
2011,33,19-25,12446.21697862432
2011,33,26-34,27833.19002039287
2011,33,35-54,40195.67542656893
2011,33,55-64,32493.575196865575
2011,33,65+,5874.051007732593
2011,34,18 and under,1584.140734041621
2011,34,19-25,10020.65608817565
2011,34,26-34,26893.31446283343
2011,34,35-54,36160.13829204649
2011,34,55-64,37693.332943858615
2011,34,65+,9231.344150655697
2011,35,18 and under,9283.79134874062
2011,35,19-25,11446.905497809466
2011,35,26-34,21686.189240821874
2011,35,35-54,33941.03238811295
2011,35,55-64,20747.92245646517
2011,35,65+,6480.584931595224
2011,36,18 and under,1963.4125526394457
2011,36,19-25,9610.10956295685
2011,36,26-34,25098.84817654724
2011,36,35-54,32055.487749287466
2011,36,55-64,27823.041404443655
2011,36,65+,6300.626781996018
2011,37,18 and under,1994.9804967017235
2011,37,19-25,10985.592567041307
2011,37,26-34,26457.86188926506
2011,37,35-54,28775.620501893372
2011,37,55-64,27967.222626756622
