YEAR,STATEFIP,age_group,mean_INCWAGE
2011,37,65+,4939.7998546095505
2011,38,18 and under,17016.274618797113
2011,38,19-25,14609.954455740814
2011,38,26-34,25683.435250082824
2011,38,35-54,34636.89544148681
2011,38,55-64,26682.027933969996
2011,38,65+,7339.037911985467
2011,39,18 and under,6566.835438230393
2011,39,19-25,10697.824959554062
2011,39,26-34,24262.57606598579
2011,39,35-54,31738.45147835235
2011,39,55-64,26889.169651726424
2011,39,65+,5607.852090456214
2011,40,18 and under,693.2825651845473
2011,40,19-25,14438.970917552311
2011,40,26-34,26417.402400989315
2011,40,35-54,28382.745572204032
2011,40,55-64,29340.80087248066
2011,40,65+,3254.045957334688
2011,41,18 and under,2983.6915210298575
2011,41,19-25,12291.559379201377
2011,41,26-34,23839.176741753956
2011,41,35-54,31091.25973785142
2011,41,55-64,22524.066861307114
2011,41,65+,3057.045336227115
2011,42,18 and under,2839.701826063318
2011,42,19-25,9744.606296074073
2011,42,26-34,25326.85156914655
2011,42,35-54,32735.302160130894
2011,42,55-64,22843.299966256953
2011,42,65+,4592.456876843465
2011,44,18 and under,7672.932079452195
2011,44,19-25,13314.52672297151
2011,44,26-34,26586.341564755036
2011,44,35-54,32922.045960326606
2011,44,55-64,24348.146201258984
2011,44,65+,4865.968554366934
2011,45,18 and under,1744.4908496052071
2011,45,19-25,10083.659731489992
2011,45,26-34,17880.53265721976
2011,45,35-54,26847.405158285597
2011,45,55-64,21660.03526062242
2011,45,65+,2475.388236486392
2011,46,18 and under,7643.331713622982
2011,46,19-25,13662.59511809106
2011,46,26-34,21065.60435461689
2011,46,35-54,29940.680262078706
2011,46,55-64,22921.62478075699
2011,46,65+,4282.800612594774
2011,47,18 and under,8324.435511068854
2011,47,19-25,10980.961919012456
2011,47,26-34,23642.53901142696
2011,47,35-54,26907.258102099237
2011,47,55-64,24095.69448592258
2011,47,65+,3352.062706719551
2011,48,18 and under,3728.1753117327953
2011,48,19-25,11769.504157080568
2011,48,26-34,31532.255133276354
2011,48,35-54,31537.208124523047
2011,48,55-64,26417.672089145344
2011,48,65+,6490.43404163056
2011,49,18 and under,4516.941007136346
2011,49,19-25,16224.261512465135
2011,49,26-34,28253.031272746037
2011,49,35-54,35419.86609338364
2011,49,55-64,30392.17122252887
2011,49,65+,4325.065730292819
2011,50,18 and under,4172.279773830325
2011,50,19-25,13309.950758845887
2011,50,26-34,32125.391840811655
2011,50,35-54,30561.044071429307
2011,50,55-64,26768.83961022325
2011,50,65+,3118.294610099446
2011,51,18 and under,5127.646064192368
2011,51,19-25,11770.252634758113
2011,51,26-34,32368.713712771278
2011,51,35-54,38300.15411887508
2011,51,55-64,27086.980802760874
2011,51,65+,5349.400651223258
2011,53,18 and under,4561.741985337092
2011,53,19-25,10879.19039236874
2011,53,26-34,24669.945491012386
2011,53,35-54,33821.123883977634
2011,53,55-64,38132.38171652156
2011,53,65+,4895.847165866105
2011,54,18 and under,1498.8337317373475
2011,54,19-25,11050.96655978834
2011,54,26-34,25900.673237413717
2011,54,35-54,33566.117591710274
2011,54,55-64,22515.594533202144
2011,54,65+,5510.155955558944
2011,55,18 and under,2716.0455459996947
2011,55,19-25,12736.719985289348
2011,55,26-34,28120.498614810283
2011,55,35-54,33735.69826447608
2011,55,55-64,25515.043074835197
2011,55,65+,5444.674624421557
2011,56,18 and under,6996.717302138733
2011,56,19-25,17044.16821196095
2011,56,26-34,35521.47735615742
2011,56,35-54,39921.408851645516
2011,56,55-64,27721.448496479905
2011,56,65+,4255.988658250803
2012,1,18 and under,7121.111084127772
2012,1,19-25,12099.170102800344
2012,1,26-34,24963.802494439387
2012,1,35-54,25809.786617891918
2012,1,55-64,19484.115672854805
2012,1,65+,3643.5857556208234
2012,2,18 and under,5326.5697084270505
2012,2,19-25,17168.80541432363
2012,2,26-34,37393.46249833734
2012,2,35-54,35506.83931646658
2012,2,55-64,31002.883304887233
2012,2,65+,5826.095916087809
2012,4,18 and under,1824.1402760655278
2012,4,19-25,9922.029538922397
2012,4,26-34,25968.492314838684
2012,4,35-54,28643.94775823641
2012,4,55-64,30884.308899171025
2012,4,65+,2873.3636404909103
2012,5,18 and under,4496.208315906154
2012,5,19-25,14772.02538535218
2012,5,26-34,25003.160013069253
2012,5,35-54,27775.336977926854
2012,5,55-64,17955.704189183547
2012,5,65+,4107.015538903905
2012,6,18 and under,2710.596494490133
2012,6,19-25,9697.074157649204
2012,6,26-34,25134.09355356133
2012,6,35-54,34333.684357781785
2012,6,55-64,27628.02166796656
2012,6,65+,5431.407643309552
2012,8,18 and under,2544.9013064107608
2012,8,19-25,14391.283985017366
2012,8,26-34,25967.875118905013
2012,8,35-54,32422.083670641063
2012,8,55-64,28082.865406307377
2012,8,65+,2547.8175265240534
2012,9,18 and under,1935.7028952419716
2012,9,19-25,10310.35157208642
2012,9,26-34,24995.2818766031
2012,9,35-54,34658.798130217925
2012,9,55-64,35346.62708393606
2012,9,65+,6948.907050335708
2012,10,18 and under,6031.997422936992
2012,10,19-25,16116.200686058359
2012,10,26-34,24985.75640340128
2012,10,35-54,36017.32136265413
2012,10,55-64,24949.37200855411
2012,10,65+,5264.9999022585025
2012,11,18 and under,2037.94538091085
2012,11,19-25,6884.542987495704
2012,11,26-34,36927.840957725675
2012,11,35-54,28997.204838011035
2012,11,55-64,24322.91880883902
2012,11,65+,5088.752614444671
2012,12,18 and under,3105.2841240910016
2012,12,19-25,12664.113053592315
2012,12,26-34,25864.431200119063
2012,12,35-54,28731.303918351616
2012,12,55-64,32480.957975743244
2012,12,65+,4249.929962215853
2012,13,18 and under,1382.4023568378227
2012,13,19-25,9386.429886033311
2012,13,26-34,25183.709330594593
2012,13,35-54,33120.94516565035
2012,13,55-64,25031.362986731114
2012,13,65+,6382.39311274598
2012,15,18 and under,4253.820705459348
2012,15,19-25,15177.03403435912
2012,15,26-34,26664.141791535585
2012,15,35-54,28456.681658842714
2012,15,55-64,27653.462547055795
2012,15,65+,6491.361395481567
2012,16,18 and under,3495.388268959775
2012,16,19-25,11647.568609454074
2012,16,26-34,22691.504771056938
2012,16,35-54,28863.46844378823
2012,16,55-64,26557.865970368992
2012,16,65+,5133.543094506692
2012,17,18 and under,6088.476036492634
2012,17,19-25,13828.439300720976
2012,17,26-34,21250.828603431197
2012,17,35-54,34596.625487924844
2012,17,55-64,27457.321096850086
2012,17,65+,6232.163596600702
2012,18,18 and under,267.4424916149946
2012,18,19-25,11602.183063987539
2012,18,26-34,25495.409375038802
2012,18,35-54,39883.00980583071
2012,18,55-64,25255.362070115094
2012,18,65+,4764.133976965459
2012,19,18 and under,5379.016134104038
2012,19,19-25,13256.51481190573
2012,19,26-34,26029.82130000004
2012,19,35-54,31662.46516437868
2012,19,55-64,35651.62298214237
2012,19,65+,4115.182046776304
2012,20,18 and under,7719.425711706805
2012,20,19-25,16224.12786794636
2012,20,26-34,25179.082978746785
2012,20,35-54,29063.79711583647
2012,20,55-64,22370.520309330615
2012,20,65+,6296.898804327708
2012,21,18 and under,6594.410997650948
2012,21,19-25,10984.738297791728
2012,21,26-34,23604.653459374542
2012,21,35-54,28063.244901875198
2012,21,55-64,22412.19426729896
2012,21,65+,3547.4778856527078
2012,22,18 and under,4907.448892081193
2012,22,19-25,13623.073285956989
2012,22,26-34,25311.4570440646
2012,22,35-54,28031.25474252039
2012,22,55-64,19890.472696907593
2012,22,65+,22020.591041636795
2012,23,18 and under,3561.235473062306
2012,23,19-25,10664.441567441034
2012,23,26-34,24078.73230609982
2012,23,35-54,32418.434420611484
2012,23,55-64,20133.051342484738
2012,23,65+,2952.5836843932752
2012,24,18 and under,2409.9248768724797
2012,24,19-25,11391.531341975815
2012,24,26-34,32638.792683003445
2012,24,35-54,44296.982916272704
2012,24,55-64,33420.423677393825
2012,24,65+,7514.641015637362
2012,25,18 and under,2273.2934306199872
2012,25,19-25,10386.283078547327
2012,25,26-34,27161.394646889486
2012,25,35-54,32930.243750341106
2012,25,55-64,19001.537501472227
2012,25,65+,5163.742529717004
2012,26,18 and under,5770.904148427757
2012,26,19-25,10113.685206564736
2012,26,26-34,22246.4763314251
2012,26,35-54,27882.922492714926
2012,26,55-64,20839.91323811689
2012,26,65+,3446.071289600761
2012,27,18 and under,5754.536562356825
2012,27,19-25,14350.817755290172
2012,27,26-34,27106.825649399336
2012,27,35-54,36783.07154770948
2012,27,55-64,30128.365387126938
2012,27,65+,2971.878918340906
2012,28,18 and under,6461.156475273277
2012,28,19-25,9168.849692952805
2012,28,26-34,28493.000668948138
2012,28,35-54,31362.91023012788
2012,28,55-64,22462.84428594768
2012,28,65+,5334.028898260366
2012,29,18 and under,7317.411829512077
2012,29,19-25,10773.965853158024
2012,29,26-34,23383.899958814556
2012,29,35-54,29802.970012455575
2012,29,55-64,25040.18828532305
2012,29,65+,4534.2856157505785
2012,30,18 and under,5632.965999016101
2012,30,19-25,15827.75894932268
2012,30,26-34,24484.82937521587
2012,30,35-54,27144.54767699516
2012,30,55-64,18026.586317499514
2012,30,65+,3726.603811430089
2012,31,18 and under,8332.57058670602
2012,31,19-25,11294.035864824406
2012,31,26-34,25709.379357055135
2012,31,35-54,33179.91512733865
2012,31,55-64,49703.08440692114
2012,31,65+,7266.67007870882
2012,32,18 and under,2782.751873822861
2012,32,19-25,12519.786931863646
2012,32,26-34,27496.762714110795
2012,32,35-54,34405.20631302469
2012,32,55-64,26870.788633831973
2012,32,65+,6077.232840368788
2012,33,18 and under,4193.370549396438
2012,33,19-25,13592.176156400767
2012,33,26-34,29997.391033247426
2012,33,35-54,34338.94998597427
2012,33,55-64,31424.410813529383
2012,33,65+,7300.368084191415
2012,34,18 and under,4054.475808197491
2012,34,19-25,9575.108273890824
2012,34,26-34,25686.565654123737
2012,34,35-54,38886.57231790214
2012,34,55-64,31909.597866582044
2012,34,65+,6050.508077059958
2012,35,18 and under,5850.364512404613
2012,35,19-25,11980.057294676879
2012,35,26-34,24594.831084546186
2012,35,35-54,24110.36002190901
2012,35,55-64,23032.976454631535
2012,35,65+,6427.945724765604
2012,36,18 and under,1612.883842190351
2012,36,19-25,8194.126482912898
2012,36,26-34,22084.980651743906
2012,36,35-54,32415.95889696002
2012,36,55-64,27968.128043593548
2012,36,65+,6151.752391018074
2012,37,18 and under,1794.7681459294552
2012,37,19-25,10726.90239817088
2012,37,26-34,26281.363135258016
2012,37,35-54,32780.26688531269
2012,37,55-64,27760.89888210757
2012,37,65+,4420.434094061038
2012,38,18 and under,11055.252690160105
2012,38,19-25,14585.10182189921
2012,38,26-34,29729.896979431956
2012,38,35-54,32295.291124504995
2012,38,55-64,38281.277341680536
2012,38,65+,8186.221904095907
2012,39,18 and under,4043.8041487989763
2012,39,19-25,11301.969840614569
2012,39,26-34,24908.925598164762
2012,39,35-54,32972.23035638544
2012,39,55-64,24686.89827270251
2012,39,65+,6041.989968756107
2012,40,18 and under,4285.732876248754
2012,40,19-25,13739.43392965262
2012,40,26-34,25937.473438077322
2012,40,35-54,33451.472925379116
2012,40,55-64,26139.423346877848
2012,40,65+,5559.64345896086
2012,41,18 and under,2666.5071837800747
2012,41,19-25,9866.46898053282
2012,41,26-34,24182.31515976149
2012,41,35-54,29771.271760707878
2012,41,55-64,21820.152204496426
2012,41,65+,4245.361068064842
2012,42,18 and under,4043.035103345252
2012,42,19-25,12003.352584350552
2012,42,26-34,23689.728583621076
2012,42,35-54,33229.041019602075
2012,42,55-64,26177.688514782654
2012,42,65+,4208.638502538078
2012,44,18 and under,3940.9228202579297
2012,44,19-25,13527.388358958073
2012,44,26-34,23944.078875557774
2012,44,35-54,34135.044582118295
2012,44,55-64,28914.884105215897
2012,44,65+,3666.243247927882
2012,45,18 and under,906.4802308637303
2012,45,19-25,7872.641307888476
2012,45,26-34,21434.499830410427
2012,45,35-54,26863.29454177323
2012,45,55-64,20769.403364612448
2012,45,65+,3454.4286553541438
2012,46,18 and under,6611.857841355987
2012,46,19-25,14113.498071386879
2012,46,26-34,27768.073275747105
2012,46,35-54,29342.982265253595
2012,46,55-64,24850.136387220617
2012,46,65+,6290.313432935484
2012,47,18 and under,4127.084385587383
2012,47,19-25,12483.183824126518
2012,47,26-34,24261.34480272123
2012,47,35-54,26973.24528746433
2012,47,55-64,17815.292044996877
2012,47,65+,4598.962465107856
2012,48,18 and under,3873.3749296871033
2012,48,19-25,12172.951908139818
2012,48,26-34,27277.31888147662
2012,48,35-54,32424.407423257646
2012,48,55-64,30532.409680244153
2012,48,65+,5637.802837814562
2012,49,18 and under,10309.27162610749
2012,49,19-25,16288.413722373907
2012,49,26-34,34346.83482262025
2012,49,35-54,36585.615605771614
2012,49,55-64,25674.226390892298
2012,49,65+,4450.107266999125
2012,50,18 and under,5663.744837949326
2012,50,19-25,11489.827647355094
2012,50,26-34,24617.95700714792
2012,50,35-54,29514.45319219624
2012,50,55-64,24418.947321215954
2012,50,65+,5945.75766691411
2012,51,18 and under,4751.625056238616
2012,51,19-25,11488.067974402054
2012,51,26-34,29710.26404332651
2012,51,35-54,34205.28995172028
2012,51,55-64,27687.15695552384
2012,51,65+,5162.573615500174
2012,53,18 and under,8032.400376080306
2012,53,19-25,14422.495450131164
2012,53,26-34,25884.00427944941
2012,53,35-54,34078.20948883842
2012,53,55-64,38483.56215355279
2012,53,65+,6203.268058974649
2012,54,18 and under,3985.881678993
2012,54,19-25,12324.903978866276
2012,54,26-34,25737.20376171514
2012,54,35-54,29127.885470271078
2012,54,55-64,20157.109339823066
2012,54,65+,4783.290925219372
2012,55,18 and under,8399.571219412705
2012,55,19-25,11724.055737978386
2012,55,26-34,26384.07958611821
2012,55,35-54,33174.00859612115
2012,55,55-64,30034.018676232252
2012,55,65+,3908.843683662303
2012,56,18 and under,8523.575080142267
2012,56,19-25,18024.81895810649
2012,56,26-34,34808.85927560343
2012,56,35-54,38334.26688056137
2012,56,55-64,28238.303612875032
2012,56,65+,8392.831579663642
2013,1,18 and under,12367.068004891038
2013,1,19-25,16517.528364869
2013,1,26-34,23711.922135176574
2013,1,35-54,30005.08861888273
2013,1,55-64,20105.317259865922
2013,1,65+,3289.049681585959
2013,2,18 and under,14684.157394167876
2013,2,19-25,17749.91999643272
2013,2,26-34,42023.45985039643
2013,2,35-54,38931.955954851306
2013,2,55-64,27423.2618513532
2013,2,65+,6697.1278258474385
2013,4,18 and under,10897.160820893054
2013,4,19-25,10527.624009247782
2013,4,26-34,24876.340155736143
2013,4,35-54,33000.13948641952
2013,4,55-64,37644.66243654912
2013,4,65+,2246.706284127154
2013,5,18 and under,1275.2021853699162
2013,5,19-25,12443.217634221195
2013,5,26-34,19696.01526217295
2013,5,35-54,30838.789413350212
2013,5,55-64,21063.576242092357
2013,5,65+,5304.040538652564
2013,6,18 and under,2530.255168424388
2013,6,19-25,10489.924086072688
2013,6,26-34,25353.53266836842
2013,6,35-54,34580.93811284384
2013,6,55-64,28668.263809728858
2013,6,65+,4236.296584880199
2013,8,18 and under,4940.943262312714
2013,8,19-25,11858.046083200763
2013,8,26-34,28446.86950986868
2013,8,35-54,36912.63406125689
2013,8,55-64,30176.863864695373
2013,8,65+,4131.874829910906
2013,9,18 and under,2935.3393804982784
2013,9,19-25,11527.746548478737
2013,9,26-34,27282.904224122096
2013,9,35-54,35682.800881398674
2013,9,55-64,31321.68967754677
2013,9,65+,6431.4623696924045
2013,10,18 and under,3486.2920907428816
2013,10,19-25,10718.540831567121
2013,10,26-34,27451.438186788102
2013,10,35-54,30601.626144794463
2013,10,55-64,30814.32372852337
2013,10,65+,4725.703253002661
2013,11,18 and under,1065.3240120035937
2013,11,19-25,8744.661022310493
2013,11,26-34,21700.296848548885
2013,11,35-54,26989.19321347513
2013,11,55-64,32822.99493415316
2013,11,65+,4879.482999585322
2013,12,18 and under,3869.140308759534
2013,12,19-25,9913.204727722215
2013,12,26-34,25126.1214739562
2013,12,35-54,30631.579094904948
2013,12,55-64,25722.27144593973
2013,12,65+,5436.967794281667
2013,13,18 and under,2044.4256318351008
2013,13,19-25,10549.520761422156
2013,13,26-34,22751.87342978487
2013,13,35-54,31390.47222817263
2013,13,55-64,34311.80674329038
2013,13,65+,9463.397526495348
2013,15,18 and under,9172.502115883124
2013,15,19-25,14017.51193261076
2013,15,26-34,23431.98262372411
2013,15,35-54,32650.764714470555
2013,15,55-64,20997.203763836886
2013,15,65+,4413.3240623601605
2013,16,18 and under,6729.511201571876
2013,16,19-25,12062.434880769364
2013,16,26-34,22404.567625027572
2013,16,35-54,29732.93622573392
2013,16,55-64,36071.71429934027
2013,16,65+,5343.7840215959395
2013,17,18 and under,3605.0130720957445
2013,17,19-25,10730.229771429718
2013,17,26-34,27513.495239343305
2013,17,35-54,30346.975893149716
2013,17,55-64,32605.095528080325
2013,17,65+,10426.485033296669
2013,18,18 and under,6639.163326568117
2013,18,19-25,10347.924153908185
2013,18,26-34,25758.689355953855
2013,18,35-54,29486.16302387912
2013,18,55-64,23075.372144692283
2013,18,65+,7859.29515402356
2013,19,18 and under,5180.868811520258
2013,19,19-25,12593.322307580673
2013,19,26-34,28548.2800640084
2013,19,35-54,33107.91680573127
2013,19,55-64,28428.702218350863
2013,19,65+,6633.177187723565
2013,20,18 and under,6578.525048167311
2013,20,19-25,15069.468538833822
2013,20,26-34,23788.542481255856
2013,20,35-54,32151.400806099864
2013,20,55-64,28201.313816181766
2013,20,65+,5397.865131312009
2013,21,18 and under,8834.608970387797
2013,21,19-25,13520.264045631433
2013,21,26-34,20281.38810347567
2013,21,35-54,27827.893770866907
2013,21,55-64,21227.938648818046
2013,21,65+,4001.1960738938096
2013,22,18 and under,2878.9244208502582
2013,22,19-25,13699.583101288948
2013,22,26-34,24526.898487411167
2013,22,35-54,29132.175153952736
2013,22,55-64,26166.138091745896
2013,22,65+,6542.3767567024925
2013,23,18 and under,4709.340357437342
2013,23,19-25,10998.640102136686
2013,23,26-34,25199.752117832704
2013,23,35-54,30835.718697193704
2013,23,55-64,23576.154746324155
2013,23,65+,3963.7112989845946
2013,24,18 and under,1973.9847898537973
2013,24,19-25,12809.355522148333
2013,24,26-34,28210.002335335466
2013,24,35-54,38706.15277639857
2013,24,55-64,27813.360176532165
2013,24,65+,6105.4563560772185
2013,25,18 and under,3352.396235595099
2013,25,19-25,8658.421571983181
2013,25,26-34,23541.753630408453
2013,25,35-54,32648.550015571298
2013,25,55-64,27533.668639372852
2013,25,65+,5571.912912138011
2013,26,18 and under,8269.975218798312
2013,26,19-25,8789.824064058019
2013,26,26-34,24189.362209385636
2013,26,35-54,34186.659820450295
2013,26,55-64,25006.143675617357
2013,26,65+,3980.236722056656
2013,27,18 and under,6140.648379953542
2013,27,19-25,13079.199168605292
2013,27,26-34,25095.508226278504
2013,27,35-54,35084.03701984513
2013,27,55-64,36457.05742160595
2013,27,65+,5098.142765538201
2013,28,18 and under,15364.979762386321
2013,28,19-25,7716.0390890491435
2013,28,26-34,19966.3964821995
2013,28,35-54,29073.135444764335
2013,28,55-64,16504.611697998946
2013,28,65+,2534.101340643295
2013,29,18 and under,4843.2926042332
2013,29,19-25,16342.04400814708
2013,29,26-34,31666.50740580486
2013,29,35-54,32616.93139263868
2013,29,55-64,34814.32177645475
2013,29,65+,10802.152362656714
2013,30,18 and under,4024.7515796110474
2013,30,19-25,12693.888125720681
2013,30,26-34,27070.211457640526
2013,30,35-54,31632.784141490567
2013,30,55-64,18701.962232501955
2013,30,65+,3191.3225508144947
2013,31,18 and under,8286.206246385482
2013,31,19-25,14057.267987320478
2013,31,26-34,24739.129035482805
2013,31,35-54,34653.23063800373
2013,31,55-64,25723.93209056271
2013,31,65+,6139.814872866057
2013,32,18 and under,5120.239900734803
2013,32,19-25,14856.02820939745
2013,32,26-34,28533.08704188122
2013,32,35-54,33901.62080779728
2013,32,55-64,25100.81318578422
2013,32,65+,8190.184900597059
2013,33,18 and under,5349.000929467915
2013,33,19-25,11809.253350959294
2013,33,26-34,27079.954239756124
2013,33,35-54,42410.07520710768
2013,33,55-64,32229.51037488493
2013,33,65+,7369.657547065663
2013,34,18 and under,3099.7420344239945
2013,34,19-25,11027.905684917707
2013,34,26-34,23837.606519064982
2013,34,35-54,39948.68446089907
2013,34,55-64,34621.33090367917
2013,34,65+,8310.65781667033
2013,35,18 and under,3704.8891342590478
2013,35,19-25,10132.970841337727
2013,35,26-34,27937.919425823922
2013,35,35-54,44375.16124871607
2013,35,55-64,37517.48015183218
2013,35,65+,2449.3731614656804
2013,36,18 and under,2167.6042557886994
2013,36,19-25,13407.614782348175
2013,36,26-34,24451.68006677141
2013,36,35-54,28975.10883431709
2013,36,55-64,25796.845115638353
2013,36,65+,5320.310366320508
2013,37,18 and under,3294.6961198838426
2013,37,19-25,10411.171645419
2013,37,26-34,23622.660879394247
2013,37,35-54,31670.576847282413
2013,37,55-64,21790.71024251861
2013,37,65+,2815.0378392454872
2013,38,18 and under,10354.276264092008
2013,38,19-25,15160.42103909887
2013,38,26-34,27451.194239154676
2013,38,35-54,34512.200237610115
2013,38,55-64,25779.38392103495
2013,38,65+,6689.509644105606
2013,39,18 and under,3214.3464060719075
2013,39,19-25,11699.814537736096
2013,39,26-34,23179.614205273865
2013,39,35-54,28762.167974363674
2013,39,55-64,21971.642010035965
2013,39,65+,5791.853753573077
2013,40,18 and under,6333.862086920771
2013,40,19-25,12496.948143749509
2013,40,26-34,29151.682496602316
2013,40,35-54,33911.78727901774
2013,40,55-64,23988.094570167294
2013,40,65+,6957.018692704102
2013,41,18 and under,3283.833156946262
2013,41,19-25,7573.120856547404
2013,41,26-34,27866.691918924367
2013,41,35-54,28730.129468458832
2013,41,55-64,24691.66399573159
2013,41,65+,3310.571354903413
2013,42,18 and under,5925.087710612147
2013,42,19-25,10109.650130213835
2013,42,26-34,24527.226182174076
2013,42,35-54,31328.521708320277
2013,42,55-64,25868.176483279178
2013,42,65+,4283.142204351064
2013,44,18 and under,4212.664885078749
2013,44,19-25,11805.578991661165
2013,44,26-34,21395.362332120774
2013,44,35-54,33764.26374592789
2013,44,55-64,42503.98910082408
2013,44,65+,4231.446605387083
2013,45,18 and under,4639.135325349405
2013,45,19-25,10562.08079642969
2013,45,26-34,23817.40244094877
2013,45,35-54,29159.947753936645
2013,45,55-64,21999.454789269672
2013,45,65+,3892.556652429585
2013,46,18 and under,8540.319618324798
2013,46,19-25,11427.93237134952
2013,46,26-34,26811.68249840164
2013,46,35-54,31660.362342488126
2013,46,55-64,32316.408774347543
2013,46,65+,3154.9528581410746
2013,47,18 and under,6428.145832786736
2013,47,19-25,9966.440879561782
2013,47,26-34,21797.7055310519
2013,47,35-54,29752.02773015635
2013,47,55-64,23099.537246590346
2013,47,65+,4133.474346331478
2013,48,18 and under,4862.016512163815
2013,48,19-25,14961.672059815226
2013,48,26-34,26578.566758630106
2013,48,35-54,32908.52509388799
2013,48,55-64,33339.51103469402
2013,48,65+,5456.870549093261
2013,49,18 and under,6065.829170788483
2013,49,19-25,14940.461883320435
2013,49,26-34,27193.908465680288
2013,49,35-54,33718.63655607185
2013,49,55-64,26135.779307349585
2013,49,65+,6969.254104991877
2013,50,18 and under,3321.1020612730804
2013,50,19-25,13597.31298562719
2013,50,26-34,31897.951501013933
2013,50,35-54,31509.23041734616
2013,50,55-64,26172.55844156429
2013,50,65+,4614.196045008146
2013,51,18 and under,3181.914802934167
2013,51,19-25,11653.10952849843
2013,51,26-34,29201.244971597465
2013,51,35-54,34424.31731736568
2013,51,55-64,30219.45262455509
2013,51,65+,5216.420393180459
2013,53,18 and under,3137.6857456992534
2013,53,19-25,15034.912602069084
2013,53,26-34,28698.882524161618
2013,53,35-54,36653.08248818543
2013,53,55-64,34181.41705419359
2013,53,65+,5159.0556917647655
2013,54,18 and under,2221.9206338565364
2013,54,19-25,12079.023843438894
2013,54,26-34,23438.199311493932
2013,54,35-54,33553.79769144625
2013,54,55-64,25285.103428725324
2013,54,65+,4665.044820042865
2013,55,18 and under,6115.076560761741
2013,55,19-25,12402.339982378156
2013,55,26-34,24834.14440556437
2013,55,35-54,31768.880930144212
2013,55,55-64,29690.011305813514
2013,55,65+,4711.13772638692
2013,56,18 and under,8823.223096979076
2013,56,19-25,17630.524137793487
2013,56,26-34,36557.582690671064
2013,56,35-54,37751.513175738255
2013,56,55-64,31555.90452838592
2013,56,65+,8169.085904840777
2014,1,18 and under,0.0
2014,1,19-25,13863.862793793807
2014,1,26-34,30452.0590185979
2014,1,35-54,31657.28594418048
2014,1,55-64,18256.216222974785
2014,1,65+,3816.152435203316
2014,2,18 and under,7588.88787690178
2014,2,19-25,19205.83620869755
2014,2,26-34,33710.97175987381
2014,2,35-54,40262.58249892475
2014,2,55-64,33719.62018351331
2014,2,65+,9315.584860060992
2014,4,18 and under,7374.279260393973
2014,4,19-25,12278.40195792422
2014,4,26-34,24521.19376674125
2014,4,35-54,34988.70401220953
2014,4,55-64,26619.433729574415
2014,4,65+,3218.842675763619
2014,5,18 and under,19969.193650040506
2014,5,19-25,13818.91094269175
2014,5,26-34,23569.491256892434
2014,5,35-54,27900.955070446198
2014,5,55-64,17037.864258606605
2014,5,65+,4687.041268793646
2014,6,18 and under,2039.2139470001205
2014,6,19-25,11907.384992056108
2014,6,26-34,22697.805759303268
2014,6,35-54,33238.07732249248
2014,6,55-64,26385.38049875109
2014,6,65+,5781.475199930843
2014,8,18 and under,10068.326933537777
2014,8,19-25,12412.993033391034
2014,8,26-34,32378.512158574842
2014,8,35-54,39157.533822168196
2014,8,55-64,30329.968464387108
2014,8,65+,16739.078585257164
2014,9,18 and under,3068.979129402273
2014,9,19-25,9890.749759894106
2014,9,26-34,28237.063431511575
2014,9,35-54,32900.17074650772
2014,9,55-64,30029.492967672617
2014,9,65+,5518.641839858853
2014,10,18 and under,28508.904998905957
2014,10,19-25,13479.093959327609
2014,10,26-34,24115.696222952258
2014,10,35-54,29080.829579876325
2014,10,55-64,27543.45575286916
2014,10,65+,4522.21751373813
2014,11,18 and under,1935.4240541761772
2014,11,19-25,7331.055610693471
2014,11,26-34,16581.812561102754
2014,11,35-54,23852.30621109117
2014,11,55-64,15516.608093186554
2014,11,65+,3431.9042192302686
2014,12,18 and under,4584.4634042417965
2014,12,19-25,11665.398419369572
2014,12,26-34,22472.294253344095
2014,12,35-54,28820.198909897605
2014,12,55-64,24742.405599285135
2014,12,65+,7448.6028778991495
2014,13,18 and under,2127.265145894561
2014,13,19-25,11743.383836072202
2014,13,26-34,23882.48324786852
2014,13,35-54,32727.658673236227
2014,13,55-64,25319.476313347583
2014,13,65+,4195.50470520041
2014,15,18 and under,3764.174258069638
2014,15,19-25,12689.955788765372
2014,15,26-34,22387.156825722344
2014,15,35-54,31432.8067013647
2014,15,55-64,26150.219279151137
2014,15,65+,5567.9083788245625
2014,16,18 and under,4141.300082233649
2014,16,19-25,12522.645589196565
2014,16,26-34,20881.939958193056
2014,16,35-54,33178.9301789647
2014,16,55-64,29270.924457431745
2014,16,65+,3410.205067191738
2014,17,18 and under,6336.982403371694
2014,17,19-25,11267.13512434356
2014,17,26-34,27624.07771877245
2014,17,35-54,30728.962519065117
2014,17,55-64,26657.088640429323
2014,17,65+,4599.670859292895
2014,18,18 and under,4068.2737793297806
2014,18,19-25,13717.70842603181
2014,18,26-34,29956.343157721618
2014,18,35-54,29508.203884654456
2014,18,55-64,27126.81512300747
2014,18,65+,10068.637779796749
2014,19,18 and under,6544.561538410883
2014,19,19-25,18046.47583543043
2014,19,26-34,26280.94584983192
2014,19,35-54,32316.244218277647
2014,19,55-64,29924.782306340192
2014,19,65+,4095.5095985212897
2014,20,18 and under,1938.4669321323627
2014,20,19-25,12035.721234763563
2014,20,26-34,22918.30831590281
2014,20,35-54,35017.37929037534
2014,20,55-64,29829.948422739584
2014,20,65+,3138.351723191063
2014,21,18 and under,6679.099451577711
