year,periodName,value,month_year,state_code
2015,September,6472518.0,2015-09,17
2015,August,6524382.0,2015-08,17
2015,July,6596154.0,2015-07,17
2015,June,6596429.0,2015-06,17
2015,May,6526726.0,2015-05,17
2015,April,6460799.0,2015-04,17
2015,March,6445204.0,2015-03,17
2015,February,6439983.0,2015-02,17
2015,January,6442755.0,2015-01,17
2014,December,6443828.0,2014-12,17
2014,November,6497314.0,2014-11,17
2014,October,6521958.0,2014-10,17
2014,September,6485330.0,2014-09,17
2014,August,6518416.0,2014-08,17
2014,July,6602623.0,2014-07,17
2014,June,6589761.0,2014-06,17
2014,May,6503907.0,2014-05,17
2014,April,6469370.0,2014-04,17
2014,March,6531903.0,2014-03,17
2014,February,6514705.0,2014-02,17
2014,January,6487219.0,2014-01,17
2013,December,6493384.0,2013-12,17
2013,November,6517629.0,2013-11,17
2013,October,6510256.0,2013-10,17
2013,September,6538643.0,2013-09,17
2013,August,6565415.0,2013-08,17
2013,July,6649303.0,2013-07,17
2013,June,6665759.0,2013-06,17
2013,May,6558788.0,2013-05,17
2013,April,6507806.0,2013-04,17
2013,March,6508889.0,2013-03,17
2013,February,6531798.0,2013-02,17
2013,January,6546001.0,2013-01,17
2012,December,6581803.0,2012-12,17
2012,November,6568174.0,2012-11,17
2012,October,6616294.0,2012-10,17
2012,September,6576909.0,2012-09,17
2012,August,6604866.0,2012-08,17
2012,July,6688508.0,2012-07,17
2012,June,6684556.0,2012-06,17
2012,May,6566671.0,2012-05,17
2012,April,6513532.0,2012-04,17
2012,March,6534768.0,2012-03,17
2012,February,6537313.0,2012-02,17
2012,January,6509012.0,2012-01,17
2011,December,6576441.0,2011-12,17
2011,November,6586353.0,2011-11,17
2011,October,6618191.0,2011-10,17
2011,September,6611300.0,2011-09,17
2011,August,6646196.0,2011-08,17
2011,July,6676628.0,2011-07,17
2011,June,6670547.0,2011-06,17
2011,May,6562644.0,2011-05,17
2011,April,6528344.0,2011-04,17
2011,March,6533730.0,2011-03,17
2011,February,6520184.0,2011-02,17
2011,January,6512151.0,2011-01,17
2010,December,6557154.0,2010-12,17
2010,November,6586993.0,2010-11,17
2010,October,6585059.0,2010-10,17
2010,September,6595837.0,2010-09,17
2010,August,6654476.0,2010-08,17
2010,July,6707711.0,2010-07,17
2010,June,6702344.0,2010-06,17
2010,May,6631730.0,2010-05,17
2010,April,6657886.0,2010-04,17
2010,March,6628056.0,2010-03,17
2010,February,6609714.0,2010-02,17
2010,January,6586885.0,2010-01,17
2009,December,6557067.0,2009-12,17
2009,November,6579391.0,2009-11,17
2009,October,6585829.0,2009-10,17
2009,September,6579986.0,2009-09,17
2009,August,6655174.0,2009-08,17
2009,July,6759906.0,2009-07,17
2009,June,6749041.0,2009-06,17
2009,May,6634113.0,2009-05,17
2009,April,6607688.0,2009-04,17
2009,March,6585694.0,2009-03,17
2009,February,6586910.0,2009-02,17
2009,January,6543091.0,2009-01,17
2008,December,6586299.0,2008-12,17
2008,November,6580981.0,2008-11,17
2008,October,6613458.0,2008-10,17
2008,September,6597259.0,2008-09,17
2008,August,6668616.0,2008-08,17
2008,July,6752703.0,2008-07,17
2008,June,6767021.0,2008-06,17
2008,May,6676767.0,2008-05,17
2008,April,6650421.0,2008-04,17
2008,March,6664482.0,2008-03,17
2008,February,6653937.0,2008-02,17
2008,January,6674782.0,2008-01,17
2007,December,6716593.0,2007-12,17
2007,November,6726061.0,2007-11,17
2007,October,6701860.0,2007-10,17
2007,September,6694919.0,2007-09,17
2007,August,6694483.0,2007-08,17
2007,July,6776634.0,2007-07,17
2007,June,6750160.0,2007-06,17
2007,May,6611229.0,2007-05,17
2007,April,6581374.0,2007-04,17
2007,March,6581515.0,2007-03,17
2007,February,6578968.0,2007-02,17
2007,January,6573417.0,2007-01,17
2006,December,6628481.0,2006-12,17
2006,November,6605443.0,2006-11,17
2006,October,6589427.0,2006-10,17
2006,September,6547180.0,2006-09,17
2006,August,6594827.0,2006-08,17
2006,July,6625691.0,2006-07,17
2006,June,6590088.0,2006-06,17
2006,May,6466422.0,2006-05,17
2006,April,6446410.0,2006-04,17
2006,March,6425780.0,2006-03,17
2006,February,6417300.0,2006-02,17
2006,January,6378222.0,2006-01,17
2005,December,6432180.0,2005-12,17
2005,November,6434399.0,2005-11,17
2005,October,6431182.0,2005-10,17
2005,September,6403292.0,2005-09,17
2005,August,6435811.0,2005-08,17
2005,July,6485303.0,2005-07,17
2005,June,6463524.0,2005-06,17
2005,May,6370998.0,2005-05,17
2005,April,6351449.0,2005-04,17
2005,March,6320406.0,2005-03,17
2005,February,6338478.0,2005-02,17
2005,January,6306673.0,2005-01,17
2004,December,6356559.0,2004-12,17
2004,November,6368096.0,2004-11,17
2004,October,6345590.0,2004-10,17
2004,September,6299271.0,2004-09,17
2004,August,6349595.0,2004-08,17
2004,July,6412245.0,2004-07,17
2004,June,6392980.0,2004-06,17
2004,May,6282019.0,2004-05,17
2004,April,6262835.0,2004-04,17
2004,March,6285335.0,2004-03,17
2004,February,6279463.0,2004-02,17
2004,January,6271369.0,2004-01,17
2003,December,6289368.0,2003-12,17
2003,November,6308536.0,2003-11,17
2003,October,6294687.0,2003-10,17
2003,September,6280939.0,2003-09,17
2003,August,6320245.0,2003-08,17
2003,July,6370641.0,2003-07,17
2003,June,6408967.0,2003-06,17
2003,May,6264674.0,2003-05,17
2003,April,6260907.0,2003-04,17
2003,March,6272602.0,2003-03,17
2003,February,6274697.0,2003-02,17
2003,January,6256389.0,2003-01,17
2002,December,6278939.0,2002-12,17
2002,November,6283576.0,2002-11,17
2002,October,6313801.0,2002-10,17
2002,September,6310014.0,2002-09,17
2002,August,6338604.0,2002-08,17
2002,July,6407921.0,2002-07,17
2002,June,6432259.0,2002-06,17
2002,May,6349997.0,2002-05,17
2002,April,6354905.0,2002-04,17
2002,March,6374030.0,2002-03,17
2002,February,6396548.0,2002-02,17
2002,January,6350266.0,2002-01,17
2019,December,3359406.0,2019-12,18
2019,November,3385064.0,2019-11,18
2019,October,3392188.0,2019-10,18
2019,September,3374034.0,2019-09,18
2019,August,3385489.0,2019-08,18
2019,July,3412239.0,2019-07,18
2019,June,3413468.0,2019-06,18
2019,May,3382235.0,2019-05,18
2019,April,3373458.0,2019-04,18
2019,March,3391157.0,2019-03,18
2019,February,3392383.0,2019-02,18
2019,January,3387262.0,2019-01,18
2018,December,3375397.0,2018-12,18
2018,November,3391731.0,2018-11,18
2018,October,3396951.0,2018-10,18
2018,September,3369781.0,2018-09,18
2018,August,3381662.0,2018-08,18
2018,July,3429560.0,2018-07,18
2018,June,3437740.0,2018-06,18
2018,May,3397067.0,2018-05,18
2018,April,3374737.0,2018-04,18
2018,March,3362116.0,2018-03,18
2018,February,3348997.0,2018-02,18
2018,January,3313563.0,2018-01,18
2017,December,3316315.0,2017-12,18
2017,November,3336748.0,2017-11,18
2017,October,3334285.0,2017-10,18
2017,September,3341508.0,2017-09,18
2017,August,3346307.0,2017-08,18
2017,July,3371916.0,2017-07,18
2017,June,3377250.0,2017-06,18
2017,May,3339803.0,2017-05,18
2017,April,3326128.0,2017-04,18
2017,March,3316068.0,2017-03,18
2017,February,3306804.0,2017-02,18
2017,January,3300060.0,2017-01,18
2016,December,3288631.0,2016-12,18
2016,November,3311483.0,2016-11,18
2016,October,3322325.0,2016-10,18
2016,September,3320291.0,2016-09,18
2016,August,3337276.0,2016-08,18
2016,July,3368771.0,2016-07,18
2016,June,3373834.0,2016-06,18
2016,May,3343579.0,2016-05,18
2016,April,3335184.0,2016-04,18
2016,March,3335179.0,2016-03,18
2016,February,3312950.0,2016-02,18
2016,January,3290973.0,2016-01,18
2015,December,3287081.0,2015-12,18
2015,November,3291450.0,2015-11,18
2015,October,3281902.0,2015-10,18
2015,September,3251355.0,2015-09,18
2015,August,3269730.0,2015-08,18
2015,July,3296619.0,2015-07,18
2015,June,3310459.0,2015-06,18
2015,May,3286694.0,2015-05,18
2015,April,3244233.0,2015-04,18
2015,March,3226529.0,2015-03,18
2015,February,3220018.0,2015-02,18
2015,January,3234974.0,2015-01,18
2014,December,3223731.0,2014-12,18
2014,November,3249069.0,2014-11,18
2014,October,3250746.0,2014-10,18
2014,September,3218791.0,2014-09,18
2014,August,3231905.0,2014-08,18
2014,July,3262639.0,2014-07,18
2014,June,3265438.0,2014-06,18
2014,May,3239262.0,2014-05,18
2014,April,3204552.0,2014-04,18
2014,March,3205983.0,2014-03,18
2014,February,3184176.0,2014-02,18
2014,January,3160974.0,2014-01,18
2013,December,3176941.0,2013-12,18
2013,November,3200623.0,2013-11,18
2013,October,3184810.0,2013-10,18
2013,September,3189923.0,2013-09,18
2013,August,3197109.0,2013-08,18
2013,July,3221021.0,2013-07,18
2013,June,3236126.0,2013-06,18
2013,May,3201289.0,2013-05,18
2013,April,3169965.0,2013-04,18
2013,March,3155818.0,2013-03,18
2013,February,3159565.0,2013-02,18
2013,January,3167685.0,2013-01,18
2012,December,3165048.0,2012-12,18
2012,November,3166850.0,2012-11,18
2012,October,3183532.0,2012-10,18
2012,September,3162100.0,2012-09,18
2012,August,3163590.0,2012-08,18
2012,July,3190593.0,2012-07,18
2012,June,3206013.0,2012-06,18
2012,May,3177005.0,2012-05,18
2012,April,3147521.0,2012-04,18
2012,March,3156132.0,2012-03,18
2012,February,3159829.0,2012-02,18
2012,January,3159809.0,2012-01,18
2011,December,3179136.0,2011-12,18
2011,November,3196800.0,2011-11,18
2011,October,3212939.0,2011-10,18
2011,September,3201358.0,2011-09,18
2011,August,3199431.0,2011-08,18
2011,July,3211449.0,2011-07,18
2011,June,3215728.0,2011-06,18
2011,May,3189810.0,2011-05,18
2011,April,3156572.0,2011-04,18
2011,March,3146796.0,2011-03,18
2011,February,3133592.0,2011-02,18
2011,January,3140275.0,2011-01,18
2010,December,3136526.0,2010-12,18
2010,November,3158560.0,2010-11,18
2010,October,3165404.0,2010-10,18
2010,September,3163948.0,2010-09,18
2010,August,3195374.0,2010-08,18
2010,July,3216769.0,2010-07,18
2010,June,3214310.0,2010-06,18
2010,May,3196453.0,2010-05,18
2010,April,3194892.0,2010-04,18
2010,March,3162721.0,2010-03,18
2010,February,3149825.0,2010-02,18
2010,January,3147520.0,2010-01,18
2009,December,3129947.0,2009-12,18
2009,November,3153153.0,2009-11,18
2009,October,3163110.0,2009-10,18
2009,September,3156940.0,2009-09,18
2009,August,3185931.0,2009-08,18
2009,July,3226721.0,2009-07,18
2009,June,3252513.0,2009-06,18
2009,May,3225042.0,2009-05,18
2009,April,3205147.0,2009-04,18
2009,March,3208107.0,2009-03,18
2009,February,3210104.0,2009-02,18
2009,January,3211150.0,2009-01,18
2008,December,3223460.0,2008-12,18
2008,November,3231500.0,2008-11,18
2008,October,3248725.0,2008-10,18
2008,September,3231248.0,2008-09,18
2008,August,3258356.0,2008-08,18
2008,July,3283458.0,2008-07,18
2008,June,3273668.0,2008-06,18
2008,May,3239880.0,2008-05,18
2008,April,3207357.0,2008-04,18
2008,March,3201437.0,2008-03,18
2008,February,3189092.0,2008-02,18
2008,January,3196979.0,2008-01,18
2007,December,3202776.0,2007-12,18
2007,November,3219201.0,2007-11,18
2007,October,3206343.0,2007-10,18
2007,September,3197803.0,2007-09,18
2007,August,3197853.0,2007-08,18
2007,July,3229478.0,2007-07,18
2007,June,3233860.0,2007-06,18
2007,May,3199265.0,2007-05,18
2007,April,3193362.0,2007-04,18
2007,March,3201318.0,2007-03,18
2007,February,3198012.0,2007-02,18
2007,January,3212980.0,2007-01,18
2006,December,3234429.0,2006-12,18
2006,November,3239229.0,2006-11,18
2006,October,3243656.0,2006-10,18
2006,September,3222630.0,2006-09,18
2006,August,3245635.0,2006-08,18
2006,July,3271069.0,2006-07,18
2006,June,3270217.0,2006-06,18
2006,May,3243356.0,2006-05,18
2006,April,3225772.0,2006-04,18
2006,March,3216487.0,2006-03,18
2006,February,3213752.0,2006-02,18
2006,January,3195088.0,2006-01,18
2005,December,3212615.0,2005-12,18
2005,November,3228217.0,2005-11,18
2005,October,3233995.0,2005-10,18
2005,September,3213883.0,2005-09,18
2005,August,3221381.0,2005-08,18
2005,July,3242337.0,2005-07,18
2005,June,3233412.0,2005-06,18
2005,May,3205204.0,2005-05,18
2005,April,3186840.0,2005-04,18
2005,March,3165646.0,2005-03,18
2005,February,3168844.0,2005-02,18
2005,January,3152849.0,2005-01,18
2004,December,3160273.0,2004-12,18
2004,November,3177372.0,2004-11,18
2004,October,3174364.0,2004-10,18
2004,September,3150768.0,2004-09,18
2004,August,3170732.0,2004-08,18
2004,July,3210693.0,2004-07,18
2004,June,3197418.0,2004-06,18
2004,May,3167139.0,2004-05,18
2004,April,3153275.0,2004-04,18
2004,March,3153645.0,2004-03,18
2004,February,3144246.0,2004-02,18
2004,January,3153630.0,2004-01,18
2003,December,3156450.0,2003-12,18
2003,November,3177181.0,2003-11,18
2003,October,3183646.0,2003-10,18
2003,September,3170246.0,2003-09,18
2003,August,3197048.0,2003-08,18
2003,July,3223440.0,2003-07,18
2003,June,3230967.0,2003-06,18
2003,May,3189567.0,2003-05,18
2003,April,3175036.0,2003-04,18
2003,March,3168199.0,2003-03,18
2003,February,3164114.0,2003-02,18
2003,January,3159959.0,2003-01,18
2002,December,3157956.0,2002-12,18
2002,November,3168005.0,2002-11,18
2002,October,3181589.0,2002-10,18
2002,September,3177894.0,2002-09,18
2002,August,3194579.0,2002-08,18
2002,July,3211557.0,2002-07,18
2002,June,3203655.0,2002-06,18
2002,May,3173414.0,2002-05,18
2002,April,3156386.0,2002-04,18
2002,March,3148251.0,2002-03,18
2002,February,3149772.0,2002-02,18
2002,January,3130949.0,2002-01,18
2019,December,1745731.0,2019-12,19
2019,November,1752989.0,2019-11,19
2019,October,1759289.0,2019-10,19
2019,September,1748279.0,2019-09,19
2019,August,1748009.0,2019-08,19
2019,July,1763368.0,2019-07,19
2019,June,1750382.0,2019-06,19
2019,May,1726212.0,2019-05,19
2019,April,1724077.0,2019-04,19
2019,March,1723627.0,2019-03,19
2019,February,1717025.0,2019-02,19
2019,January,1706902.0,2019-01,19
2018,December,1700670.0,2018-12,19
2018,November,1702414.0,2018-11,19
2018,October,1705321.0,2018-10,19
2018,September,1693596.0,2018-09,19
2018,August,1691213.0,2018-08,19
2018,July,1712894.0,2018-07,19
2018,June,1705356.0,2018-06,19
2018,May,1683496.0,2018-05,19
2018,April,1683242.0,2018-04,19
2018,March,1677123.0,2018-03,19
2018,February,1674107.0,2018-02,19
2018,January,1662083.0,2018-01,19
2017,December,1659650.0,2017-12,19
2017,November,1665150.0,2017-11,19
2017,October,1670502.0,2017-10,19
2017,September,1673082.0,2017-09,19
2017,August,1677472.0,2017-08,19
2017,July,1695981.0,2017-07,19
2017,June,1689876.0,2017-06,19
2017,May,1669035.0,2017-05,19
2017,April,1672570.0,2017-04,19
2017,March,1668587.0,2017-03,19
2017,February,1666220.0,2017-02,19
2017,January,1663795.0,2017-01,19
2016,December,1666730.0,2016-12,19
2016,November,1675794.0,2016-11,19
2016,October,1686598.0,2016-10,19
2016,September,1683516.0,2016-09,19
2016,August,1692215.0,2016-08,19
2016,July,1711584.0,2016-07,19
2016,June,1705531.0,2016-06,19
2016,May,1688945.0,2016-05,19
2016,April,1692676.0,2016-04,19
2016,March,1693038.0,2016-03,19
2016,February,1692731.0,2016-02,19
2016,January,1688231.0,2016-01,19
2015,December,1691813.0,2015-12,19
2015,November,1695714.0,2015-11,19
2015,October,1700296.0,2015-10,19
2015,September,1688134.0,2015-09,19
2015,August,1697325.0,2015-08,19
2015,July,1716222.0,2015-07,19
2015,June,1713080.0,2015-06,19
2015,May,1696132.0,2015-05,19
2015,April,1695710.0,2015-04,19
2015,March,1695260.0,2015-03,19
2015,February,1694314.0,2015-02,19
2015,January,1693105.0,2015-01,19
2014,December,1699944.0,2014-12,19
2014,November,1704382.0,2014-11,19
2014,October,1711746.0,2014-10,19
2014,September,1703440.0,2014-09,19
2014,August,1706616.0,2014-08,19
2014,July,1723077.0,2014-07,19
2014,June,1716816.0,2014-06,19
2014,May,1695797.0,2014-05,19
2014,April,1694855.0,2014-04,19
2014,March,1693437.0,2014-03,19
2014,February,1687617.0,2014-02,19
2014,January,1679603.0,2014-01,19
2013,December,1679311.0,2013-12,19
2013,November,1684037.0,2013-11,19
2013,October,1681761.0,2013-10,19
2013,September,1679917.0,2013-09,19
2013,August,1682645.0,2013-08,19
2013,July,1698561.0,2013-07,19
2013,June,1688796.0,2013-06,19
2013,May,1667210.0,2013-05,19
2013,April,1666932.0,2013-04,19
2013,March,1658585.0,2013-03,19
2013,February,1655023.0,2013-02,19
2013,January,1647511.0,2013-01,19
2012,December,1649825.0,2012-12,19
2012,November,1652867.0,2012-11,19
2012,October,1659158.0,2012-10,19
2012,September,1647470.0,2012-09,19
2012,August,1648299.0,2012-08,19
2012,July,1668976.0,2012-07,19
2012,June,1665798.0,2012-06,19
2012,May,1649000.0,2012-05,19
2012,April,1648454.0,2012-04,19
2012,March,1650594.0,2012-03,19
2012,February,1652327.0,2012-02,19
2012,January,1644926.0,2012-01,19
2011,December,1649739.0,2011-12,19
2011,November,1655024.0,2011-11,19
2011,October,1658606.0,2011-10,19
2011,September,1651868.0,2011-09,19
2011,August,1656838.0,2011-08,19
2011,July,1674849.0,2011-07,19
2011,June,1673408.0,2011-06,19
2011,May,1658970.0,2011-05,19
2011,April,1663749.0,2011-04,19
2011,March,1668314.0,2011-03,19
2011,February,1669746.0,2011-02,19
2011,January,1667406.0,2011-01,19
2010,December,1673925.0,2010-12,19
2010,November,1678333.0,2010-11,19
2010,October,1680139.0,2010-10,19
2010,September,1673810.0,2010-09,19
2010,August,1675912.0,2010-08,19
2010,July,1693442.0,2010-07,19
2010,June,1689893.0,2010-06,19
2010,May,1676186.0,2010-05,19
2010,April,1679875.0,2010-04,19
2010,March,1677566.0,2010-03,19
2010,February,1673399.0,2010-02,19
2010,January,1666883.0,2010-01,19
2009,December,1669581.0,2009-12,19
2009,November,1677758.0,2009-11,19
2009,October,1685937.0,2009-10,19
2009,September,1675253.0,2009-09,19
2009,August,1686267.0,2009-08,19
2009,July,1708314.0,2009-07,19
2009,June,1705752.0,2009-06,19
2009,May,1688363.0,2009-05,19
2009,April,1691482.0,2009-04,19
2009,March,1691294.0,2009-03,19
2009,February,1687681.0,2009-02,19
2009,January,1681240.0,2009-01,19
2008,December,1682045.0,2008-12,19
2008,November,1685493.0,2008-11,19
2008,October,1688781.0,2008-10,19
2008,September,1680431.0,2008-09,19
2008,August,1681321.0,2008-08,19
2008,July,1701059.0,2008-07,19
2008,June,1691870.0,2008-06,19
2008,May,1672348.0,2008-05,19
2008,April,1674819.0,2008-04,19
2008,March,1668726.0,2008-03,19
2008,February,1663954.0,2008-02,19
2008,January,1660673.0,2008-01,19
2007,December,1664936.0,2007-12,19
2007,November,1672142.0,2007-11,19
2007,October,1671159.0,2007-10,19
2007,September,1660723.0,2007-09,19
2007,August,1656958.0,2007-08,19
2007,July,1677132.0,2007-07,19
2007,June,1673837.0,2007-06,19
2007,May,1651489.0,2007-05,19
2007,April,1651693.0,2007-04,19
2007,March,1650660.0,2007-03,19
2007,February,1650417.0,2007-02,19
2007,January,1646977.0,2007-01,19
2006,December,1659056.0,2006-12,19
2006,November,1667432.0,2006-11,19
2006,October,1672595.0,2006-10,19
2006,September,1662751.0,2006-09,19
2006,August,1664924.0,2006-08,19
2006,July,1680778.0,2006-07,19
2006,June,1674258.0,2006-06,19
2006,May,1652298.0,2006-05,19
2006,April,1649177.0,2006-04,19
2006,March,1642072.0,2006-03,19
2006,February,1636988.0,2006-02,19
2006,January,1628680.0,2006-01,19
2005,December,1640329.0,2005-12,19
2005,November,1641762.0,2005-11,19
2005,October,1643913.0,2005-10,19
2005,September,1632250.0,2005-09,19
2005,August,1633392.0,2005-08,19
2005,July,1651829.0,2005-07,19
2005,June,1641396.0,2005-06,19
2005,May,1622086.0,2005-05,19
2005,April,1620112.0,2005-04,19
2005,March,1616060.0,2005-03,19
2005,February,1611038.0,2005-02,19
2005,January,1602992.0,2005-01,19
2004,December,1605459.0,2004-12,19
2004,November,1610818.0,2004-11,19
2004,October,1609657.0,2004-10,19
2004,September,1598101.0,2004-09,19
2004,August,1603016.0,2004-08,19
2004,July,1621447.0,2004-07,19
2004,June,1613058.0,2004-06,19
2004,May,1591027.0,2004-05,19
2004,April,1591139.0,2004-04,19
2004,March,1593547.0,2004-03,19
2004,February,1594184.0,2004-02,19
2004,January,1590003.0,2004-01,19
2003,December,1595247.0,2003-12,19
2003,November,1602354.0,2003-11,19
2003,October,1605169.0,2003-10,19
2003,September,1593659.0,2003-09,19
2003,August,1597420.0,2003-08,19
2003,July,1619370.0,2003-07,19
2003,June,1620382.0,2003-06,19
2003,May,1601205.0,2003-05,19
2003,April,1609415.0,2003-04,19
2003,March,1611336.0,2003-03,19
2003,February,1613589.0,2003-02,19
2003,January,1612433.0,2003-01,19
2002,December,1619440.0,2002-12,19
2002,November,1630129.0,2002-11,19
2002,October,1641699.0,2002-10,19
2002,September,1638587.0,2002-09,19
2002,August,1641718.0,2002-08,19
2002,July,1660629.0,2002-07,19
2002,June,1658092.0,2002-06,19
2002,May,1638416.0,2002-05,19
2002,April,1639906.0,2002-04,19
2002,March,1635117.0,2002-03,19
2002,February,1632746.0,2002-02,19
2002,January,1618427.0,2002-01,19
2019,December,1492699.0,2019-12,20
2019,November,1497273.0,2019-11,20
2019,October,1493923.0,2019-10,20
2019,September,1484776.0,2019-09,20
2019,August,1485168.0,2019-08,20
2019,July,1508779.0,2019-07,20
2019,June,1498185.0,2019-06,20
2019,May,1475384.0,2019-05,20
2019,April,1473233.0,2019-04,20
2019,March,1476085.0,2019-03,20
2019,February,1478880.0,2019-02,20
2019,January,1475063.0,2019-01,20
2018,December,1478128.0,2018-12,20
2018,November,1484009.0,2018-11,20
2018,October,1482806.0,2018-10,20
2018,September,1474428.0,2018-09,20
2018,August,1473317.0,2018-08,20
2018,July,1501216.0,2018-07,20
2018,June,1492146.0,2018-06,20
2018,May,1469268.0,2018-05,20
2018,April,1469435.0,2018-04,20
2018,March,1470202.0,2018-03,20
2018,February,1473765.0,2018-02,20
2018,January,1465450.0,2018-01,20
2017,December,1469424.0,2017-12,20
2017,November,1477765.0,2017-11,20
2017,October,1475444.0,2017-10,20
2017,September,1474013.0,2017-09,20
2017,August,1474952.0,2017-08,20
2017,July,1500174.0,2017-07,20
2017,June,1489950.0,2017-06,20
2017,May,1467596.0,2017-05,20
2017,April,1469664.0,2017-04,20
2017,March,1471142.0,2017-03,20
2017,February,1473532.0,2017-02,20
2017,January,1469663.0,2017-01,20
2016,December,1473968.0,2016-12,20
2016,November,1482899.0,2016-11,20
2016,October,1482668.0,2016-10,20
2016,September,1476549.0,2016-09,20
2016,August,1478413.0,2016-08,20
2016,July,1504937.0,2016-07,20
2016,June,1497913.0,2016-06,20
2016,May,1476039.0,2016-05,20
2016,April,1479733.0,2016-04,20
2016,March,1482702.0,2016-03,20
2016,February,1485896.0,2016-02,20
2016,January,1481873.0,2016-01,20
2015,December,1486195.0,2015-12,20
2015,November,1491918.0,2015-11,20
2015,October,1490418.0,2015-10,20
2015,September,1480878.0,2015-09,20
2015,August,1485252.0,2015-08,20
2015,July,1510260.0,2015-07,20
2015,June,1505146.0,2015-06,20
2015,May,1485416.0,2015-05,20
2015,April,1484981.0,2015-04,20
2015,March,1483360.0,2015-03,20
2015,February,1486849.0,2015-02,20
2015,January,1484035.0,2015-01,20
2014,December,1486707.0,2014-12,20
2014,November,1494430.0,2014-11,20
2014,October,1494008.0,2014-10,20
2014,September,1486932.0,2014-09,20
2014,August,1488556.0,2014-08,20
2014,July,1516342.0,2014-07,20
2014,June,1511848.0,2014-06,20
2014,May,1487999.0,2014-05,20
2014,April,1484922.0,2014-04,20
2014,March,1487369.0,2014-03,20
2014,February,1487339.0,2014-02,20
2014,January,1479454.0,2014-01,20
2013,December,1480259.0,2013-12,20
2013,November,1488265.0,2013-11,20
2013,October,1483940.0,2013-10,20
2013,September,1481607.0,2013-09,20
2013,August,1483646.0,2013-08,20
2013,July,1509400.0,2013-07,20
2013,June,1504754.0,2013-06,20
2013,May,1480292.0,2013-05,20
2013,April,1479694.0,2013-04,20
2013,March,1477821.0,2013-03,20
2013,February,1480654.0,2013-02,20
2013,January,1480676.0,2013-01,20
2012,December,1485957.0,2012-12,20
2012,November,1489686.0,2012-11,20
2012,October,1490982.0,2012-10,20
2012,September,1480154.0,2012-09,20
2012,August,1478953.0,2012-08,20
2012,July,1503383.0,2012-07,20
2012,June,1501491.0,2012-06,20
2012,May,1477148.0,2012-05,20
2012,April,1475416.0,2012-04,20
2012,March,1479510.0,2012-03,20
2012,February,1481841.0,2012-02,20
2012,January,1478108.0,2012-01,20
2011,December,1481762.0,2011-12,20
2011,November,1490657.0,2011-11,20
2011,October,1491827.0,2011-10,20
2011,September,1487732.0,2011-09,20
2011,August,1488351.0,2011-08,20
2011,July,1509256.0,2011-07,20
2011,June,1503900.0,2011-06,20
2011,May,1483821.0,2011-05,20
2011,April,1484472.0,2011-04,20
2011,March,1488676.0,2011-03,20
2011,February,1491190.0,2011-02,20
2011,January,1491402.0,2011-01,20
2010,December,1491469.0,2010-12,20
2010,November,1499765.0,2010-11,20
2010,October,1498548.0,2010-10,20
2010,September,1495312.0,2010-09,20
2010,August,1498201.0,2010-08,20
2010,July,1522101.0,2010-07,20
2010,June,1517645.0,2010-06,20
2010,May,1495445.0,2010-05,20
2010,April,1498170.0,2010-04,20
2010,March,1495373.0,2010-03,20
2010,February,1496477.0,2010-02,20
2010,January,1500669.0,2010-01,20
2009,December,1502506.0,2009-12,20
2009,November,1512263.0,2009-11,20
2009,October,1514217.0,2009-10,20
2009,September,1514714.0,2009-09,20
2009,August,1516769.0,2009-08,20
2009,July,1551042.0,2009-07,20
2009,June,1541355.0,2009-06,20
2009,May,1519240.0,2009-05,20
2009,April,1516630.0,2009-04,20
2009,March,1509827.0,2009-03,20
2009,February,1510718.0,2009-02,20
2009,January,1509204.0,2009-01,20
2008,December,1508665.0,2008-12,20
2008,November,1513025.0,2008-11,20
2008,October,1510852.0,2008-10,20
2008,September,1501114.0,2008-09,20
2008,August,1499447.0,2008-08,20
2008,July,1522608.0,2008-07,20
2008,June,1516716.0,2008-06,20
2008,May,1490891.0,2008-05,20
2008,April,1485993.0,2008-04,20
2008,March,1484407.0,2008-03,20
2008,February,1480793.0,2008-02,20
2008,January,1481593.0,2008-01,20
2007,December,1487782.0,2007-12,20
2007,November,1493335.0,2007-11,20
2007,October,1489512.0,2007-10,20
2007,September,1483693.0,2007-09,20
2007,August,1480012.0,2007-08,20
2007,July,1507549.0,2007-07,20
2007,June,1502750.0,2007-06,20
2007,May,1474078.0,2007-05,20
2007,April,1470705.0,2007-04,20
2007,March,1471907.0,2007-03,20
2007,February,1471835.0,2007-02,20
2007,January,1468345.0,2007-01,20
2006,December,1473128.0,2006-12,20
2006,November,1477249.0,2006-11,20
2006,October,1474131.0,2006-10,20
2006,September,1464430.0,2006-09,20
2006,August,1464460.0,2006-08,20
2006,July,1486996.0,2006-07,20
2006,June,1484316.0,2006-06,20
2006,May,1457021.0,2006-05,20
2006,April,1456382.0,2006-04,20
2006,March,1456183.0,2006-03,20
2006,February,1456436.0,2006-02,20
2006,January,1454397.0,2006-01,20
2005,December,1460592.0,2005-12,20
2005,November,1469384.0,2005-11,20
2005,October,1466578.0,2005-10,20
2005,September,1458510.0,2005-09,20
2005,August,1459224.0,2005-08,20
2005,July,1484705.0,2005-07,20
2005,June,1483662.0,2005-06,20
2005,May,1460072.0,2005-05,20
2005,April,1460028.0,2005-04,20
2005,March,1460757.0,2005-03,20
2005,February,1462405.0,2005-02,20
