"","ENTITYNAME","CIPCode","CIPTITLE","ROI_Report_Group","DegreeLevelId","DEGREE","years_after_completion","annual_earnings"
"6869","ALL","43.01","Criminal Justice and Corrections.","Trades","21","Bachelor's Degree",10,"58533.2"
"6870","ALL","52.03","Accounting and Related Services.","Business","21","Bachelor's Degree",10,"72713"
"6871","ALL","51.06","Dental Support Services and Allied Professions.","Health","11","Associate of Applied Science",10,"55345.5"
"6872","ALL","52.14","Marketing.","Business","21","Bachelor's Degree",10,"63938.14"
"6873","ALL","11.06","Data Entry/Microcomputer Applications.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"62191.28"
"6874","ALL","51.20","Pharmacy, Pharmaceutical Sciences, and Administration.","Health","61","Doctoral Degree",10,"132078.76"
"6875","ALL","11.01","Computer and Information Sciences, General.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"95591.88"
"6876","ALL","15.10","Construction Engineering Technologies.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"89547.839999999997"
"6877","ALL","13.03","Curriculum and Instruction.","Education","31","Master's Degree",10,"58521.96"
"6878","ALL","14.35","Industrial Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"86702.04"
"6879","ALL","14.13","Engineering Science.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"77781.919999999998"
"6880","ALL","14.09","Computer Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"110373"
"6881","ALL","43.01","Criminal Justice and Corrections.","Trades","01","Certificate(<1 year)",10,"66663.12"
"6882","ALL","52.12","Management Information Systems and Services.","Business","21","Bachelor's Degree",10,"80148.19"
"6883","ALL","43.01","Criminal Justice and Corrections.","Trades","02","Certificate(>1 year)",10,"63266.400000000001"
"6884","ALL","13.04","Educational Administration and Supervision.","Education","31","Master's Degree",10,"72394.350000000006"
"6885","ALL","46.99","Construction Trades, Other.","Trades","02","Certificate(>1 year)",10,"64049.440000000002"
"6886","ALL","15.08","Mechanical Engineering Related Technologies/Technicians.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"74349.740000000005"
"6887","ALL","14.01","Engineering, General.","Science, Technology, Engineering and Math","31","Master's Degree",10,"118970.16"
"6888","ALL","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","11","Associate of Applied Science",10,"64286.879999999997"
"6889","ALL","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","11","Associate of Applied Science",10,"69068.539999999994"
"6890","ALL","13.99","Education, Other.","Education","31","Master's Degree",10,"67712.399999999994"
"6891","ALL","11.10","Computer/Information Technology Administration and Management.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"58620.12"
"6892","ALL","11.04","Information Science/Studies.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"68732.08"
"6893","ALL","43.01","Criminal Justice and Corrections.","Trades","12","Associate of General Studies",10,"70669.48"
"6894","ALL","52.15","Real Estate.","Business","31","Master's Degree",10,"167166.5"
"6895","ALL","15.07","Quality Control and Safety Technologies/Technicians.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"79685.61"
"6896","ALL","09.07","Radio, Television, and Digital Communication.","Arts, Humanities and Communication","31","Master's Degree",10,"83165.25"
"6897","ALL","30.17","Behavioral Sciences.","Arts, Humanities and Communication","61","Doctoral Degree",10,"86459.56"
"6898","ALL","26.11","Biomathematics, Bioinformatics, and Computational Biology.","Science, Technology, Engineering and Math","61","Doctoral Degree",10,"114948.73"
"6899","ALL","51.07","Health and Medical Administrative Services.","Health","31","Master's Degree",10,"104634.83"
"6900","ALL","13.12","Teacher Education and Professional Development, Specific Levels and Methods.","Education","31","Master's Degree",10,"55775.61"
"6901","ALL","15.06","Industrial Production Technologies/Technicians.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"79509.539999999994"
"6902","ALL","13.05","Educational/Instructional Media Design.","Education","31","Master's Degree",10,"58496.04"
"6903","ALL","25.01","Library Science and Administration.","Social and Behavioral Sciences and Human Services","31","Master's Degree",10,"71737.09"
"6904","ALL","15.02","Civil Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"77737"
"6905","ALL","11.01","Computer and Information Sciences, General.","Science, Technology, Engineering and Math","31","Master's Degree",10,"113170.5"
"6906","ALL","46.04","Building/Construction Finishing, Management, and Inspection.","Trades","11","Associate of Applied Science",10,"63087.9"
"6907","ALL","43.02","Fire Protection.","Trades","13","Associate Degree(AA or AS)",10,"72930.899999999994"
"6908","ALL","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","31","Master's Degree",10,"83110.5"
"6909","ALL","45.04","Criminology.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",10,"63644.91"
"6910","ALL","51.31","Dietetics and Clinical Nutrition Services.","Health","01","Certificate(<1 year)",10,"46455.15"
"6911","ALL","51.10","Clinical/Medical Laboratory Science/Research and Allied Professions.","Health","11","Associate of Applied Science",10,"60960.7"
"6912","ALL","13.09","Social and Philosophical Foundations of Education.","Education","31","Master's Degree",10,"67150.84"
"6913","ALL","43.02","Fire Protection.","Trades","11","Associate of Applied Science",10,"87295.77"
"6914","ALL","15.03","Electrical Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,"53241"
"6915","ALL","47.03","Heavy/Industrial Equipment Maintenance Technologies.","Trades","11","Associate of Applied Science",10,"68610.38"
"6916","ALL","15.05","Environmental Control Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,"41962.57"
"6917","ALL","51.26","Health Aides/Attendants/Orderlies.","Health","02","Certificate(>1 year)",10,"39958.29"
"6918","ALL","11.02","Computer Programming.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"97141.74"
"6919","ALL","44.04","Public Administration.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",10,"93623.25"
"6920","ALL","52.08","Finance and Financial Management Services.","Business","11","Associate of Applied Science",10,"57737.14"
"6921","ALL","15.12","Computer Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"134721.60000000001"
"6922","ALL","13.03","Curriculum and Instruction.","Education","02","Certificate(>1 year)",10,NA
"6923","ALL","43.03","Homeland Security.","Trades","02","Certificate(>1 year)",10,NA
"6924","ALL","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","11","Associate of Applied Science",10,NA
"6925","ALL","51.14","Medical Clinical Sciences/Graduate Medical Studies.","Health","31","Master's Degree",10,NA
"6926","ALL","14.03","Agricultural Engineering.","Science, Technology, Engineering and Math","61","Doctoral Degree",10,NA
"6927","ALL","52.11","International Business.","Business","02","Certificate(>1 year)",10,NA
"6928","ALL","12.04","Cosmetology and Related Personal Grooming Services.","Trades","11","Associate of Applied Science",10,NA
"6929","ALL","14.99","Engineering, Other.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,NA
"6930","ALL","47.03","Heavy/Industrial Equipment Maintenance Technologies.","Trades","01","Certificate(<1 year)",10,NA
"6931","ALL","30.01","Biological and Physical Sciences.","Arts, Humanities and Communication","21","Bachelor's Degree",10,NA
"6932","ALL","22.02","Legal Research and Advanced Professional Studies.","Social and Behavioral Sciences and Human Services","04","Post-Bachelor Certificate",10,NA
"6933","ALL","30.12","Historic Preservation and Conservation.","Arts, Humanities and Communication","02","Certificate(>1 year)",10,NA
"6934","ALL","16.04","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.","Arts, Humanities and Communication","21","Bachelor's Degree",10,NA
"6935","ALL","42.99","Psychology, Other.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",10,NA
"6936","ALL","44.00","Human Services, General.","Social and Behavioral Sciences and Human Services","11","Associate of Applied Science",10,NA
"6937","ALL","43.02","Fire Protection.","Trades","12","Associate of General Studies",10,NA
"6938","ALL","52.20","Construction Management.","Business","31","Master's Degree",10,NA
"6939","ALL","43.02","Fire Protection.","Trades","02","Certificate(>1 year)",10,NA
"6940","ALL","38.02","Religion/Religious Studies.","Arts, Humanities and Communication","61","Doctoral Degree",10,NA
"6941","ALL","01.02","Agricultural Mechanization.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,NA
"6942","ALL","52.09","Hospitality Administration/Management.","Business","31","Master's Degree",10,NA
"6943","ALL","01.09","Animal Sciences.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,NA
"6944","ALL","11.08","Computer Software and Media Applications.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"6945","ALL","47.03","Heavy/Industrial Equipment Maintenance Technologies.","Trades","02","Certificate(>1 year)",10,NA
"6946","ALL","","ALL","ALL","04","Post-Bachelor Certificate",10,NA
"6947","ALL","27.05","Statistics.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,NA
"6948","ALL","45.07","Geography and Cartography.","Social and Behavioral Sciences and Human Services","12","Associate of General Studies",10,NA
"6949","ALL","52.10","Human Resources Management and Services.","Business","01","Certificate(<1 year)",10,NA
"6950","ALL","13.13","Teacher Education and Professional Development, Specific Subject Areas.","Education","61","Doctoral Degree",10,NA
"6951","ALL","52.07","Entrepreneurial and Small Business Operations.","Business","11","Associate of Applied Science",10,NA
"6952","ALL","44.05","Public Policy Analysis.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",10,NA
"6953","ALL","52.15","Real Estate.","Business","21","Bachelor's Degree",10,NA
"6954","ALL","01.03","Agricultural Production Operations.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"6955","ALL","15.03","Electrical Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"6956","ALL","31.05","Health and Physical Education/Fitness.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",10,NA
"6957","ALL","01.05","Agricultural and Domestic Animal Services.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,NA
"6958","ALL","44.07","Social Work.","Social and Behavioral Sciences and Human Services","61","Doctoral Degree",10,NA
"6959","ALL","15.07","Quality Control and Safety Technologies/Technicians.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"6960","ALL","11.06","Data Entry/Microcomputer Applications.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,NA
"6961","ALL","52.09","Hospitality Administration/Management.","Business","02","Certificate(>1 year)",10,NA
"6962","ALL","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","21","Bachelor's Degree",10,NA
"6963","ALL","13.12","Teacher Education and Professional Development, Specific Levels and Methods.","Education","61","Doctoral Degree",10,NA
"6964","ALL","52.18","General Sales, Merchandising and Related Marketing Operations.","Business","01","Certificate(<1 year)",10,NA
"6965","ALL","50.05","Drama/Theatre Arts and Stagecraft.","Arts, Humanities and Communication","11","Associate of Applied Science",10,NA
"6966","ALL","31.05","Health and Physical Education/Fitness.","Social and Behavioral Sciences and Human Services","02","Certificate(>1 year)",10,NA
"6967","ALL","46.99","Construction Trades, Other.","Trades","11","Associate of Applied Science",10,NA
"6968","ALL","50.04","Design and Applied Arts.","Arts, Humanities and Communication","31","Master's Degree",10,NA
"6969","ALL","16.12","Classics and Classical Languages, Literatures, and Linguistics.","Arts, Humanities and Communication","61","Doctoral Degree",10,NA
"6970","ALL","46.02","Carpenters.","Trades","01","Certificate(<1 year)",10,NA
"6971","ALL","11.06","Data Entry/Microcomputer Applications.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"6972","ALL","03.01","Natural Resources Conservation and Research.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"6973","ALL","11.02","Computer Programming.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"6974","ALL","52.08","Finance and Financial Management Services.","Business","02","Certificate(>1 year)",10,NA
"6975","ALL","50.05","Drama/Theatre Arts and Stagecraft.","Arts, Humanities and Communication","02","Certificate(>1 year)",10,NA
"6976","ALL","52.13","Management Sciences and Quantitative Methods.","Business","21","Bachelor's Degree",10,NA
"6977","ALL","14.21","Mining and Mineral Engineering.","Science, Technology, Engineering and Math","61","Doctoral Degree",10,NA
"6978","ALL","19.02","Family and Consumer Sciences/Human Sciences Business Services.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",10,NA
"6979","ALL","14.99","Engineering, Other.","Science, Technology, Engineering and Math","31","Master's Degree",10,NA
"6980","ALL","01.00","Agriculture, General.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,NA
"6981","ALL","26.15","Neurobiology and Neurosciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,NA
"6982","ALL","03.02","Natural Resources Management and Policy.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"6983","ALL","52.18","General Sales, Merchandising and Related Marketing Operations.","Business","02","Certificate(>1 year)",10,NA
"6984","ALL","27.99","Mathematics and Statistics, Other.","Science, Technology, Engineering and Math","61","Doctoral Degree",10,NA
"6985","ALL","13.15","Teaching Assistants/Aides.","Education","02","Certificate(>1 year)",10,NA
"6986","ALL","11.08","Computer Software and Media Applications.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,NA
"6987","ALL","15.12","Computer Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"6988","ALL","51.00","Health Services/Allied Health/Health Sciences, General.","Health","01","Certificate(<1 year)",10,NA
"6989","ALL","52.15","Real Estate.","Business","02","Certificate(>1 year)",10,NA
"6990","ALL","42.99","Psychology, Other.","Social and Behavioral Sciences and Human Services","31","Master's Degree",10,NA
"6991","ALL","03.05","Forestry.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"6992","ALL","03.02","Natural Resources Management and Policy.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,NA
"6993","Community College of Aurora","50.06","Film/Video and Photographic Arts.","Arts, Humanities and Communication","11","Associate of Applied Science",10,"53418.7"
"6994","Community College of Aurora","50.06","Film/Video and Photographic Arts.","Arts, Humanities and Communication","02","Certificate(>1 year)",10,"42640.99"
"6995","Community College of Aurora","41.01","Biology Technician/Biotechnology Laboratory Technician.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,"74138.52"
"6996","Community College of Aurora","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",10,"20427.79"
"6997","Community College of Aurora","52.12","Management Information Systems and Services.","Business","01","Certificate(<1 year)",10,"66772"
"6998","Community College of Aurora","30.15","Science, Technology and Society.","Arts, Humanities and Communication","01","Certificate(<1 year)",10,"37331.08"
"6999","Community College of Aurora","22.03","Legal Support Services.","Social and Behavioral Sciences and Human Services","02","Certificate(>1 year)",10,"59405.58"
"7000","Community College of Aurora","52.12","Management Information Systems and Services.","Business","02","Certificate(>1 year)",10,"63830.64"
"7001","Community College of Aurora","52.02","Business Administration, Management and Operations.","Business","11","Associate of Applied Science",10,"49992.13"
"7002","Community College of Aurora","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","11","Associate of Applied Science",10,"40731.56"
"7003","Community College of Aurora","52.03","Accounting and Related Services.","Business","11","Associate of Applied Science",10,"44619.64"
"7004","Community College of Aurora","52.02","Business Administration, Management and Operations.","Business","01","Certificate(<1 year)",10,"47188.55"
"7005","Community College of Aurora","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","02","Certificate(>1 year)",10,"33724"
"7006","Community College of Aurora","","ALL","ALL","13","Associate Degree(AA or AS)",10,"48574.48"
"7007","Community College of Aurora","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","13","Associate Degree(AA or AS)",10,"48574.48"
"7008","Community College of Aurora","","ALL","ALL","02","Certificate(>1 year)",10,"59293.5"
"7009","Community College of Aurora","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","12","Associate of General Studies",10,"53137.8"
"7010","Community College of Aurora","","ALL","ALL","12","Associate of General Studies",10,"53137.8"
"7011","Community College of Aurora","52.14","Marketing.","Business","11","Associate of Applied Science",10,"72824.850000000006"
"7012","Community College of Aurora","52.12","Management Information Systems and Services.","Business","11","Associate of Applied Science",10,"61912.480000000003"
"7013","Community College of Aurora","","ALL","ALL","11","Associate of Applied Science",10,"58058.400000000001"
"7014","Community College of Aurora","41.99","Science Technologies/Technicians, Other.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"59645.89"
"7015","Community College of Aurora","","ALL","ALL","01","Certificate(<1 year)",10,"61091.13"
"7016","Community College of Aurora","43.01","Criminal Justice and Corrections.","Trades","11","Associate of Applied Science",10,"55759.199999999997"
"7017","Community College of Aurora","43.01","Criminal Justice and Corrections.","Trades","02","Certificate(>1 year)",10,"69338.58"
"7018","Community College of Aurora","43.02","Fire Protection.","Trades","11","Associate of Applied Science",10,"116936.07"
"7019","Community College of Aurora","43.02","Fire Protection.","Trades","01","Certificate(<1 year)",10,"76365.06"
"7020","Community College of Aurora","43.01","Criminal Justice and Corrections.","Trades","01","Certificate(<1 year)",10,"72869.759999999995"
"7021","Community College of Aurora","47.03","Heavy/Industrial Equipment Maintenance Technologies.","Trades","11","Associate of Applied Science",10,"68610.38"
"7022","Community College of Aurora","15.06","Industrial Production Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,NA
"7023","Community College of Aurora","49.02","Ground Transportation.","Trades","02","Certificate(>1 year)",10,NA
"7024","Community College of Aurora","15.00","Engineering Technology, General.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,NA
"7025","Community College of Aurora","22.03","Legal Support Services.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",10,NA
"7026","Community College of Aurora","43.02","Fire Protection.","Trades","02","Certificate(>1 year)",10,NA
"7027","Community College of Aurora","52.02","Business Administration, Management and Operations.","Business","02","Certificate(>1 year)",10,NA
"7028","Community College of Aurora","15.06","Industrial Production Technologies/Technicians.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"7029","Community College of Aurora","52.03","Accounting and Related Services.","Business","02","Certificate(>1 year)",10,NA
"7030","Community College of Aurora","44.00","Human Services, General.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",10,NA
"7031","Community College of Aurora","11.10","Computer/Information Technology Administration and Management.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,NA
"7032","Pueblo Community College","10.03","Graphic Communications.","Arts, Humanities and Communication","11","Associate of Applied Science",10,"47577.24"
"7033","Pueblo Community College","25.03","Library and Archives Assisting.","Social and Behavioral Sciences and Human Services","02","Certificate(>1 year)",10,"49293.54"
"7034","Pueblo Community College","52.02","Business Administration, Management and Operations.","Business","01","Certificate(<1 year)",10,"45387.39"
"7035","Pueblo Community College","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",10,"22742.94"
"7036","Pueblo Community College","52.02","Business Administration, Management and Operations.","Business","02","Certificate(>1 year)",10,"49109.55"
"7037","Pueblo Community College","51.18","Ophthalmic and Optometric Support Services and Allied Professions.","Health","11","Associate of Applied Science",10,"57671.42"
"7038","Pueblo Community College","48.05","Precision Metal Working.","Trades","02","Certificate(>1 year)",10,"48972.53"
"7039","Pueblo Community College","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","11","Associate of Applied Science",10,"24371.03"
"7040","Pueblo Community College","41.99","Science Technologies/Technicians, Other.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"56699.92"
"7041","Pueblo Community College","52.04","Business Operations Support and Assistant Services.","Business","11","Associate of Applied Science",10,"35504.160000000003"
"7042","Pueblo Community College","52.19","Specialized Sales, Merchandising and  Marketing Operations.","Business","11","Associate of Applied Science",10,"49564.44"
"7043","Pueblo Community College","51.39","Practical Nursing, Vocational Nursing and Nursing Assistants.","Health","01","Certificate(<1 year)",10,"34628.61"
"7044","Pueblo Community College","52.02","Business Administration, Management and Operations.","Business","11","Associate of Applied Science",10,"55399"
"7045","Pueblo Community College","47.06","Vehicle Maintenance and Repair Technologies.","Trades","02","Certificate(>1 year)",10,"42607.95"
"7046","Pueblo Community College","","ALL","ALL","01","Certificate(<1 year)",10,"32944.980000000003"
"7047","Pueblo Community College","","ALL","ALL","13","Associate Degree(AA or AS)",10,"39956.78"
"7048","Pueblo Community College","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","13","Associate Degree(AA or AS)",10,"39956.78"
"7049","Pueblo Community College","52.19","Specialized Sales, Merchandising and  Marketing Operations.","Business","02","Certificate(>1 year)",10,"26516.560000000001"
"7050","Pueblo Community College","15.00","Engineering Technology, General.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,"61021.01"
"7051","Pueblo Community College","25.03","Library and Archives Assisting.","Social and Behavioral Sciences and Human Services","11","Associate of Applied Science",10,"35975.449999999997"
"7052","Pueblo Community College","","ALL","ALL","12","Associate of General Studies",10,"43806.62"
"7053","Pueblo Community College","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","12","Associate of General Studies",10,"43806.62"
"7054","Pueblo Community College","51.06","Dental Support Services and Allied Professions.","Health","02","Certificate(>1 year)",10,"28756.35"
"7055","Pueblo Community College","51.08","Allied Health and Medical Assisting Services.","Health","01","Certificate(<1 year)",10,"26991.84"
"7056","Pueblo Community College","11.01","Computer and Information Sciences, General.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"43693.9"
"7057","Pueblo Community College","","ALL","ALL","02","Certificate(>1 year)",10,"48210.92"
"7058","Pueblo Community College","52.04","Business Operations Support and Assistant Services.","Business","02","Certificate(>1 year)",10,"32363.4"
"7059","Pueblo Community College","51.10","Clinical/Medical Laboratory Science/Research and Allied Professions.","Health","01","Certificate(<1 year)",10,"29447.4"
"7060","Pueblo Community College","43.01","Criminal Justice and Corrections.","Trades","11","Associate of Applied Science",10,"56736.75"
"7061","Pueblo Community College","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","02","Certificate(>1 year)",10,"49957.27"
"7062","Pueblo Community College","11.10","Computer/Information Technology Administration and Management.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,"59148.78"
"7063","Pueblo Community College","51.39","Practical Nursing, Vocational Nursing and Nursing Assistants.","Health","02","Certificate(>1 year)",10,"43000.65"
"7064","Pueblo Community College","15.03","Electrical Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"58866"
"7065","Pueblo Community College","51.08","Allied Health and Medical Assisting Services.","Health","11","Associate of Applied Science",10,"46683.05"
"7066","Pueblo Community College","43.01","Criminal Justice and Corrections.","Trades","02","Certificate(>1 year)",10,"57078.18"
"7067","Pueblo Community College","","ALL","ALL","11","Associate of Applied Science",10,"58162.44"
"7068","Pueblo Community College","47.06","Vehicle Maintenance and Repair Technologies.","Trades","11","Associate of Applied Science",10,"49328.79"
"7069","Pueblo Community College","51.15","Mental and Social Health Services and Allied Professions.","Health","02","Certificate(>1 year)",10,"38811.01"
"7070","Pueblo Community College","52.03","Accounting and Related Services.","Business","11","Associate of Applied Science",10,"42213.440000000002"
"7071","Pueblo Community College","51.06","Dental Support Services and Allied Professions.","Health","11","Associate of Applied Science",10,"58752"
"7072","Pueblo Community College","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","11","Associate of Applied Science",10,"63318.68"
"7073","Pueblo Community College","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","11","Associate of Applied Science",10,"69552.960000000006"
"7074","Pueblo Community College","15.00","Engineering Technology, General.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"60015.78"
"7075","Pueblo Community College","48.05","Precision Metal Working.","Trades","11","Associate of Applied Science",10,"55966.94"
"7076","Pueblo Community College","10.02","Audiovisual Communications Technologies/Technicians.","Arts, Humanities and Communication","02","Certificate(>1 year)",10,NA
"7077","Pueblo Community College","43.02","Fire Protection.","Trades","01","Certificate(<1 year)",10,NA
"7078","Pueblo Community College","47.04","Precision Systems Maintenance and Repair Technologies.","Trades","02","Certificate(>1 year)",10,NA
"7079","Pueblo Community College","11.01","Computer and Information Sciences, General.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"7080","Pueblo Community College","15.03","Electrical Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"7081","Pueblo Community College","10.03","Graphic Communications.","Arts, Humanities and Communication","02","Certificate(>1 year)",10,NA
"7082","Pueblo Community College","11.08","Computer Software and Media Applications.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,NA
"7083","Pueblo Community College","48.05","Precision Metal Working.","Trades","01","Certificate(<1 year)",10,NA
"7084","Pueblo Community College","22.03","Legal Support Services.","Social and Behavioral Sciences and Human Services","11","Associate of Applied Science",10,NA
"7085","Pueblo Community College","49.01","Air Transportation.","Trades","02","Certificate(>1 year)",10,NA
"7086","Pueblo Community College","51.15","Mental and Social Health Services and Allied Professions.","Health","01","Certificate(<1 year)",10,NA
"7087","Pueblo Community College","47.04","Precision Systems Maintenance and Repair Technologies.","Trades","11","Associate of Applied Science",10,NA
"7088","Pueblo Community College","52.04","Business Operations Support and Assistant Services.","Business","01","Certificate(<1 year)",10,NA
"7089","Pueblo Community College","51.35","Somatic Bodywork and Related Therapeutic Services.","Health","02","Certificate(>1 year)",10,NA
"7090","Pueblo Community College","51.00","Health Services/Allied Health/Health Sciences, General.","Health","01","Certificate(<1 year)",10,NA
"7091","Pueblo Community College","47.03","Heavy/Industrial Equipment Maintenance Technologies.","Trades","11","Associate of Applied Science",10,NA
"7092","Pueblo Community College","49.01","Air Transportation.","Trades","01","Certificate(<1 year)",10,NA
"7093","Adams State University","50.05","Drama/Theatre Arts and Stagecraft.","Arts, Humanities and Communication","21","Bachelor's Degree",10,"30568.37"
"7094","Adams State University","50.07","Fine and Studio Arts.","Arts, Humanities and Communication","31","Master's Degree",10,"50280.04"
"7095","Adams State University","40.05","Chemistry.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"66069.039999999994"
"7096","Adams State University","50.07","Fine and Studio Arts.","Arts, Humanities and Communication","21","Bachelor's Degree",10,"40308.53"
"7097","Adams State University","50.09","Music.","Arts, Humanities and Communication","21","Bachelor's Degree",10,"42092.4"
"7098","Adams State University","","ALL","ALL","13","Associate Degree(AA or AS)",10,"39493.480000000003"
"7099","Adams State University","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","13","Associate Degree(AA or AS)",10,"39493.480000000003"
"7100","Adams State University","45.10","Political Science and Government.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",10,"42609.88"
"7101","Adams State University","42.01","Psychology, General.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",10,"44051"
"7102","Adams State University","26.01","Biology, General.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"60923.58"
"7103","Adams State University","52.01","Business/Commerce, General.","Business","21","Bachelor's Degree",10,"54911.71"
"7104","Adams State University","","ALL","ALL","21","Bachelor's Degree",10,"45698.55"
"7105","Adams State University","40.06","Geological and Earth Sciences/Geosciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"97547.56"
"7106","Adams State University","16.09","Romance Languages, Literatures, and Linguistics.","Arts, Humanities and Communication","21","Bachelor's Degree",10,"46198.95"
"7107","Adams State University","31.05","Health and Physical Education/Fitness.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",10,"49243.360000000001"
"7108","Adams State University","13.13","Teacher Education and Professional Development, Specific Subject Areas.","Education","31","Master's Degree",10,"64977.25"
"7109","Adams State University","45.11","Sociology.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",10,"49577.1"
