"","ENTITYNAME","CIPCode","CIPTITLE","ROI_Report_Group","DegreeLevelId","DEGREE","years_after_completion","annual_earnings"
"2027","Community College of Denver","52.02","Business Administration, Management and Operations.","Business","02","Certificate(>1 year)",1,NA
"2028","Community College of Denver","31.05","Health and Physical Education/Fitness.","Social and Behavioral Sciences and Human Services","11","Associate of Applied Science",1,NA
"2029","Community College of Denver","43.01","Criminal Justice and Corrections.","Trades","02","Certificate(>1 year)",1,NA
"2030","Community College of Denver","13.15","Teaching Assistants/Aides.","Education","11","Associate of Applied Science",1,NA
"2031","Community College of Denver","51.10","Clinical/Medical Laboratory Science/Research and Allied Professions.","Health","01","Certificate(<1 year)",1,NA
"2032","Community College of Denver","04.09","Architectural Sciences and Technology.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,NA
"2033","Lamar Community College","12.04","Cosmetology and Related Personal Grooming Services.","Trades","11","Associate of Applied Science",1,NA
"2034","Lamar Community College","01.01","Agricultural Business and Management.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,NA
"2035","Lamar Community College","01.05","Agricultural and Domestic Animal Services.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,"24409.22"
"2036","Lamar Community College","12.04","Cosmetology and Related Personal Grooming Services.","Trades","01","Certificate(<1 year)",1,"21322.080000000002"
"2037","Lamar Community College","12.04","Cosmetology and Related Personal Grooming Services.","Trades","02","Certificate(>1 year)",1,"20056.259999999998"
"2038","Lamar Community College","01.05","Agricultural and Domestic Animal Services.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"20725.669999999998"
"2039","Lamar Community College","52.04","Business Operations Support and Assistant Services.","Business","01","Certificate(<1 year)",1,"20910.240000000002"
"2040","Lamar Community College","51.39","Practical Nursing, Vocational Nursing and Nursing Assistants.","Health","01","Certificate(<1 year)",1,"22911.8"
"2041","Lamar Community College","52.04","Business Operations Support and Assistant Services.","Business","11","Associate of Applied Science",1,"19272.080000000002"
"2042","Lamar Community College","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","13","Associate Degree(AA or AS)",1,"21135.599999999999"
"2043","Lamar Community College","","ALL","ALL","13","Associate Degree(AA or AS)",1,"21135.599999999999"
"2044","Lamar Community College","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","12","Associate of General Studies",1,"20387.330000000002"
"2045","Lamar Community College","","ALL","ALL","12","Associate of General Studies",1,"20387.330000000002"
"2046","Lamar Community College","46.00","Construction Trades, General.","Trades","02","Certificate(>1 year)",1,"18700.2"
"2047","Lamar Community College","","ALL","ALL","01","Certificate(<1 year)",1,"22269.93"
"2048","Lamar Community College","01.01","Agricultural Business and Management.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"24406.13"
"2049","Lamar Community College","52.07","Entrepreneurial and Small Business Operations.","Business","01","Certificate(<1 year)",1,"20334.419999999998"
"2050","Lamar Community College","","ALL","ALL","02","Certificate(>1 year)",1,"26603.91"
"2051","Lamar Community College","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","02","Certificate(>1 year)",1,"39092.800000000003"
"2052","Lamar Community College","51.08","Allied Health and Medical Assisting Services.","Health","01","Certificate(<1 year)",1,"25690.42"
"2053","Lamar Community College","51.07","Health and Medical Administrative Services.","Health","01","Certificate(<1 year)",1,"41861.96"
"2054","Lamar Community College","46.00","Construction Trades, General.","Trades","01","Certificate(<1 year)",1,"21539.7"
"2055","Lamar Community College","11.10","Computer/Information Technology Administration and Management.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,"50428.68"
"2056","Lamar Community College","","ALL","ALL","11","Associate of Applied Science",1,"50706.63"
"2057","Lamar Community College","46.00","Construction Trades, General.","Trades","11","Associate of Applied Science",1,"32742"
"2058","Lamar Community College","51.39","Practical Nursing, Vocational Nursing and Nursing Assistants.","Health","02","Certificate(>1 year)",1,"28983.13"
"2059","Lamar Community College","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","11","Associate of Applied Science",1,"53130.64"
"2060","Lamar Community College","43.01","Criminal Justice and Corrections.","Trades","11","Associate of Applied Science",1,NA
"2061","Lamar Community College","01.01","Agricultural Business and Management.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",1,NA
"2062","Lamar Community College","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","01","Certificate(<1 year)",1,NA
"2063","Lamar Community College","52.02","Business Administration, Management and Operations.","Business","11","Associate of Applied Science",1,NA
"2064","Lamar Community College","52.03","Accounting and Related Services.","Business","01","Certificate(<1 year)",1,NA
"2065","Lamar Community College","52.03","Accounting and Related Services.","Business","02","Certificate(>1 year)",1,NA
"2066","Lamar Community College","52.14","Marketing.","Business","11","Associate of Applied Science",1,NA
"2067","Lamar Community College","11.10","Computer/Information Technology Administration and Management.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,NA
"2068","Lamar Community College","15.05","Environmental Control Technologies/Technicians.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,NA
"2069","Lamar Community College","11.01","Computer and Information Sciences, General.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,NA
"2070","Lamar Community College","01.03","Agricultural Production Operations.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,NA
"2071","Colorado Mesa University","50.03","Dance.","Arts, Humanities and Communication","21","Bachelor's Degree",1,NA
"2072","Colorado Mesa University","52.04","Business Operations Support and Assistant Services.","Business","02","Certificate(>1 year)",1,"19451.25"
"2073","Colorado Mesa University","43.02","Fire Protection.","Trades","11","Associate of Applied Science",1,"36784.26"
"2074","Colorado Mesa University","51.08","Allied Health and Medical Assisting Services.","Health","11","Associate of Applied Science",1,"25028.83"
"2075","Colorado Mesa University","51.08","Allied Health and Medical Assisting Services.","Health","02","Certificate(>1 year)",1,"22357.65"
"2076","Colorado Mesa University","10.03","Graphic Communications.","Arts, Humanities and Communication","02","Certificate(>1 year)",1,"23924.53"
"2077","Colorado Mesa University","10.03","Graphic Communications.","Arts, Humanities and Communication","11","Associate of Applied Science",1,"20065.03"
"2078","Colorado Mesa University","12.05","Culinary Arts and Related Services.","Trades","02","Certificate(>1 year)",1,"22614.23"
"2079","Colorado Mesa University","50.05","Drama/Theatre Arts and Stagecraft.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"23466.12"
"2080","Colorado Mesa University","51.39","Practical Nursing, Vocational Nursing and Nursing Assistants.","Health","01","Certificate(<1 year)",1,"22297.67"
"2081","Colorado Mesa University","15.06","Industrial Production Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,"32313.5"
"2082","Colorado Mesa University","10.03","Graphic Communications.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"23858"
"2083","Colorado Mesa University","52.09","Hospitality Administration/Management.","Business","21","Bachelor's Degree",1,"20170"
"2084","Colorado Mesa University","40.05","Chemistry.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"26024"
"2085","Colorado Mesa University","45.01","Social Sciences, General.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"25198.29"
"2086","Colorado Mesa University","","ALL","ALL","01","Certificate(<1 year)",1,"23485.38"
"2087","Colorado Mesa University","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",1,"22205.4"
"2088","Colorado Mesa University","15.05","Environmental Control Technologies/Technicians.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"37816.85"
"2089","Colorado Mesa University","48.05","Precision Metal Working.","Trades","01","Certificate(<1 year)",1,"24982.03"
"2090","Colorado Mesa University","16.09","Romance Languages, Literatures, and Linguistics.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"33186.57"
"2091","Colorado Mesa University","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","13","Associate Degree(AA or AS)",1,"26495"
"2092","Colorado Mesa University","","ALL","ALL","13","Associate Degree(AA or AS)",1,"26495"
"2093","Colorado Mesa University","45.10","Political Science and Government.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"33644.76"
"2094","Colorado Mesa University","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","01","Certificate(<1 year)",1,"25100.65"
"2095","Colorado Mesa University","40.01","Physical Sciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"42347.21"
"2096","Colorado Mesa University","23.01","English Language and Literature, General.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"28050.78"
"2097","Colorado Mesa University","50.07","Fine and Studio Arts.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"25770.3"
"2098","Colorado Mesa University","54.01","History.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"29297.81"
"2099","Colorado Mesa University","26.01","Biology, General.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"26045.99"
"2100","Colorado Mesa University","50.04","Design and Applied Arts.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"23440.98"
"2101","Colorado Mesa University","31.05","Health and Physical Education/Fitness.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"29095.56"
"2102","Colorado Mesa University","42.01","Psychology, General.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"28091.88"
"2103","Colorado Mesa University","12.05","Culinary Arts and Related Services.","Trades","11","Associate of Applied Science",1,"23846.55"
"2104","Colorado Mesa University","09.01","Communication and Media Studies.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"24875.759999999998"
"2105","Colorado Mesa University","45.11","Sociology.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"32087.58"
"2106","Colorado Mesa University","50.01","Visual and Performing Arts, General.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"23768.32"
"2107","Colorado Mesa University","50.09","Music.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"32458.880000000001"
"2108","Colorado Mesa University","52.04","Business Operations Support and Assistant Services.","Business","11","Associate of Applied Science",1,"21600.54"
"2109","Colorado Mesa University","11.09","Computer Systems Networking and Telecommunications.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,"32616.54"
"2110","Colorado Mesa University","15.08","Mechanical Engineering Related Technologies/Technicians.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"40443.839999999997"
"2111","Colorado Mesa University","46.00","Construction Trades, General.","Trades","11","Associate of Applied Science",1,"41095.75"
"2112","Colorado Mesa University","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","21","Bachelor's Degree",1,"43981.26"
"2113","Colorado Mesa University","11.01","Computer and Information Sciences, General.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"52138.98"
"2114","Colorado Mesa University","48.05","Precision Metal Working.","Trades","11","Associate of Applied Science",1,"37009.440000000002"
"2115","Colorado Mesa University","03.01","Natural Resources Conservation and Research.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"38967.480000000003"
"2116","Colorado Mesa University","52.12","Management Information Systems and Services.","Business","21","Bachelor's Degree",1,"46095"
"2117","Colorado Mesa University","51.39","Practical Nursing, Vocational Nursing and Nursing Assistants.","Health","02","Certificate(>1 year)",1,"29869.56"
"2118","Colorado Mesa University","","ALL","ALL","21","Bachelor's Degree",1,"36651.46"
"2119","Colorado Mesa University","15.06","Industrial Production Technologies/Technicians.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"37299.06"
"2120","Colorado Mesa University","48.05","Precision Metal Working.","Trades","02","Certificate(>1 year)",1,"34760.239999999998"
"2121","Colorado Mesa University","27.01","Mathematics.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"36078.42"
"2122","Colorado Mesa University","40.08","Physics.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"43881.07"
"2123","Colorado Mesa University","51.10","Clinical/Medical Laboratory Science/Research and Allied Professions.","Health","11","Associate of Applied Science",1,"39241.65"
"2124","Colorado Mesa University","11.09","Computer Systems Networking and Telecommunications.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"44212.6"
"2125","Colorado Mesa University","47.06","Vehicle Maintenance and Repair Technologies.","Trades","02","Certificate(>1 year)",1,"39656.58"
"2126","Colorado Mesa University","52.01","Business/Commerce, General.","Business","21","Bachelor's Degree",1,"36037.65"
"2127","Colorado Mesa University","11.09","Computer Systems Networking and Telecommunications.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",1,"30504.68"
"2128","Colorado Mesa University","","ALL","ALL","02","Certificate(>1 year)",1,"42301.279999999999"
"2129","Colorado Mesa University","44.07","Social Work.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"36196.269999999997"
"2130","Colorado Mesa University","47.06","Vehicle Maintenance and Repair Technologies.","Trades","11","Associate of Applied Science",1,"34151.370000000003"
"2131","Colorado Mesa University","43.01","Criminal Justice and Corrections.","Trades","21","Bachelor's Degree",1,"41120.050000000003"
"2132","Colorado Mesa University","15.10","Construction Engineering Technologies.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"53664.62"
"2133","Colorado Mesa University","","ALL","ALL","11","Associate of Applied Science",1,"42504.639999999999"
"2134","Colorado Mesa University","15.08","Mechanical Engineering Related Technologies/Technicians.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"50948.81"
"2135","Colorado Mesa University","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","11","Associate of Applied Science",1,"45300.15"
"2136","Colorado Mesa University","46.03","Electrical and Power Transmission Installers.","Trades","02","Certificate(>1 year)",1,"50108.28"
"2137","Colorado Mesa University","52.03","Accounting and Related Services.","Business","21","Bachelor's Degree",1,"42943.78"
"2138","Colorado Mesa University","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"33717.51"
"2139","Colorado Mesa University","45.07","Geography and Cartography.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",1,"44929.17"
"2140","Colorado Mesa University","52.01","Business/Commerce, General.","Business","31","Master's Degree",1,"50664.29"
"2141","Colorado Mesa University","44.04","Public Administration.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"69351.03"
"2142","Colorado Mesa University","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","31","Master's Degree",1,"65135.41"
"2143","Colorado Mesa University","40.06","Geological and Earth Sciences/Geosciences.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"37281.769999999997"
"2144","Colorado Mesa University","43.01","Criminal Justice and Corrections.","Trades","01","Certificate(<1 year)",1,"49162.98"
"2145","Colorado Mesa University","15.03","Electrical Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,"27840.17"
"2146","Colorado Mesa University","","ALL","ALL","31","Master's Degree",1,"48187.65"
"2147","Colorado Mesa University","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","21","Bachelor's Degree",1,"55792.35"
"2148","Colorado Mesa University","15.03","Electrical Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"54180"
"2149","Colorado Mesa University","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","02","Certificate(>1 year)",1,"62155"
"2150","Colorado Mesa University","43.01","Criminal Justice and Corrections.","Trades","11","Associate of Applied Science",1,"65741.539999999994"
"2151","Colorado Mesa University","43.01","Criminal Justice and Corrections.","Trades","02","Certificate(>1 year)",1,"54019.31"
"2152","Colorado Mesa University","13.01","Education, General.","Education","31","Master's Degree",1,"46289.8"
"2153","Colorado Mesa University","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","11","Associate of Applied Science",1,"53287.9"
"2154","Colorado Mesa University","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","61","Doctoral Degree",1,"94722.43"
"2155","Colorado Mesa University","","ALL","ALL","61","Doctoral Degree",1,"94722.43"
"2156","Colorado Mesa University","13.01","Education, General.","Education","04","Post-Bachelor Certificate",1,"38494.639999999999"
"2157","Colorado Mesa University","","ALL","ALL","04","Post-Bachelor Certificate",1,"38494.639999999999"
"2158","Colorado Mesa University","13.13","Teacher Education and Professional Development, Specific Subject Areas.","Education","21","Bachelor's Degree",1,NA
"2159","Colorado Mesa University","49.03","Marine Transportation.","Trades","01","Certificate(<1 year)",1,NA
"2160","Colorado Mesa University","52.15","Real Estate.","Business","01","Certificate(<1 year)",1,NA
"2161","Colorado Mesa University","46.00","Construction Trades, General.","Trades","02","Certificate(>1 year)",1,NA
"2162","Colorado Mesa University","52.02","Business Administration, Management and Operations.","Business","01","Certificate(<1 year)",1,NA
"2163","Colorado Mesa University","52.12","Management Information Systems and Services.","Business","01","Certificate(<1 year)",1,NA
"2164","Colorado Mesa University","52.09","Hospitality Administration/Management.","Business","11","Associate of Applied Science",1,NA
"2165","Colorado Mesa University","31.05","Health and Physical Education/Fitness.","Social and Behavioral Sciences and Human Services","02","Certificate(>1 year)",1,NA
"2166","Colorado Mesa University","15.05","Environmental Control Technologies/Technicians.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",1,NA
"2167","Colorado Mesa University","01.01","Agricultural Business and Management.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,NA
"2168","Metropolitan State University of Denver","","ALL","ALL","01","Certificate(<1 year)",1,"44125.2"
"2169","Metropolitan State University of Denver","50.09","Music.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"27420.75"
"2170","Metropolitan State University of Denver","51.33","Alternative and Complementary Medicine and Medical Systems.","Health","21","Bachelor's Degree",1,"28086.47"
"2171","Metropolitan State University of Denver","50.05","Drama/Theatre Arts and Stagecraft.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"22855.35"
"2172","Metropolitan State University of Denver","30.19","Nutrition Sciences.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"33414.15"
"2173","Metropolitan State University of Denver","51.02","Communication Disorders Sciences and Services.","Health","01","Certificate(<1 year)",1,"44125.2"
"2174","Metropolitan State University of Denver","40.08","Physics.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"39997.550000000003"
"2175","Metropolitan State University of Denver","45.02","Anthropology.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"28717.18"
"2176","Metropolitan State University of Denver","51.02","Communication Disorders Sciences and Services.","Health","21","Bachelor's Degree",1,"25412.28"
"2177","Metropolitan State University of Denver","45.07","Geography and Cartography.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"43039"
"2178","Metropolitan State University of Denver","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","21","Bachelor's Degree",1,"36171.879999999997"
"2179","Metropolitan State University of Denver","45.10","Political Science and Government.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"34356.25"
"2180","Metropolitan State University of Denver","05.02","Ethnic, Cultural Minority, Gender, and Group Studies.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"36200.82"
"2181","Metropolitan State University of Denver","38.01","Philosophy.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"24023.65"
"2182","Metropolitan State University of Denver","50.07","Fine and Studio Arts.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"29427.84"
"2183","Metropolitan State University of Denver","30.99","Multi/Interdisciplinary Studies, Other.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"38761.019999999997"
"2184","Metropolitan State University of Denver","13.12","Teacher Education and Professional Development, Specific Levels and Methods.","Education","21","Bachelor's Degree",1,"25651.5"
"2185","Metropolitan State University of Denver","49.01","Air Transportation.","Trades","21","Bachelor's Degree",1,"41467.58"
"2186","Metropolitan State University of Denver","44.00","Human Services, General.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"34263.449999999997"
"2187","Metropolitan State University of Denver","42.27","Research and Experimental Psychology.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"30070.35"
"2188","Metropolitan State University of Denver","54.01","History.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"32119.34"
"2189","Metropolitan State University of Denver","26.01","Biology, General.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"35010"
"2190","Metropolitan State University of Denver","42.01","Psychology, General.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"31744.09"
"2191","Metropolitan State University of Denver","40.04","Atmospheric Sciences and Meteorology.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"27791.94"
"2192","Metropolitan State University of Denver","50.04","Design and Applied Arts.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"38429"
"2193","Metropolitan State University of Denver","09.09","Public Relations, Advertising, and Applied Communication.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"39994.11"
"2194","Metropolitan State University of Denver","16.01","Linguistic, Comparative, and Related Language Studies and Services.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"34712.639999999999"
"2195","Metropolitan State University of Denver","09.04","Journalism.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"29107.63"
"2196","Metropolitan State University of Denver","31.05","Health and Physical Education/Fitness.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"33133.43"
"2197","Metropolitan State University of Denver","45.11","Sociology.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"32370.71"
"2198","Metropolitan State University of Denver","40.05","Chemistry.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"38250.519999999997"
"2199","Metropolitan State University of Denver","44.07","Social Work.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"37822.51"
"2200","Metropolitan State University of Denver","23.01","English Language and Literature, General.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"31443"
"2201","Metropolitan State University of Denver","23.13","Rhetoric and Composition/Writing Studies.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"35140.300000000003"
"2202","Metropolitan State University of Denver","26.02","Biochemistry, Biophysics and Molecular Biology.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"31649.07"
"2203","Metropolitan State University of Denver","15.11","Engineering-Related Technologies.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"57305.4"
"2204","Metropolitan State University of Denver","30.17","Behavioral Sciences.","Arts, Humanities and Communication","21","Bachelor's Degree",1,"32263.51"
"2205","Metropolitan State University of Denver","03.02","Natural Resources Management and Policy.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"41798.25"
"2206","Metropolitan State University of Denver","","ALL","ALL","21","Bachelor's Degree",1,"38251.49"
"2207","Metropolitan State University of Denver","31.01","Parks, Recreation and Leisure Studies.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"33291.620000000003"
"2208","Metropolitan State University of Denver","45.06","Economics.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",1,"38079.660000000003"
"2209","Metropolitan State University of Denver","43.01","Criminal Justice and Corrections.","Trades","21","Bachelor's Degree",1,"37218.29"
"2210","Metropolitan State University of Denver","03.01","Natural Resources Conservation and Research.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"35391.839999999997"
"2211","Metropolitan State University of Denver","52.09","Hospitality Administration/Management.","Business","21","Bachelor's Degree",1,"33810.82"
"2212","Metropolitan State University of Denver","27.01","Mathematics.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"43418.93"
"2213","Metropolitan State University of Denver","13.13","Teacher Education and Professional Development, Specific Subject Areas.","Education","21","Bachelor's Degree",1,"37416.94"
"2214","Metropolitan State University of Denver","51.07","Health and Medical Administrative Services.","Health","21","Bachelor's Degree",1,"41531.18"
"2215","Metropolitan State University of Denver","52.14","Marketing.","Business","21","Bachelor's Degree",1,"39716.080000000002"
"2216","Metropolitan State University of Denver","52.08","Finance and Financial Management Services.","Business","21","Bachelor's Degree",1,"45069.57"
"2217","Metropolitan State University of Denver","15.03","Electrical Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"53729.440000000002"
"2218","Metropolitan State University of Denver","15.08","Mechanical Engineering Related Technologies/Technicians.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"56008.46"
"2219","Metropolitan State University of Denver","52.02","Business Administration, Management and Operations.","Business","21","Bachelor's Degree",1,"43157.21"
"2220","Metropolitan State University of Denver","13.10","Special Education and Teaching.","Education","21","Bachelor's Degree",1,"36375.49"
"2221","Metropolitan State University of Denver","44.07","Social Work.","Social and Behavioral Sciences and Human Services","31","Master's Degree",1,"42692.56"
"2222","Metropolitan State University of Denver","52.12","Management Information Systems and Services.","Business","21","Bachelor's Degree",1,"51941.35"
"2223","Metropolitan State University of Denver","52.03","Accounting and Related Services.","Business","21","Bachelor's Degree",1,"48142.720000000001"
"2224","Metropolitan State University of Denver","15.02","Civil Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"54791.11"
"2225","Metropolitan State University of Denver","11.07","Computer Science.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,"64416.77"
"2226","Metropolitan State University of Denver","","ALL","ALL","31","Master's Degree",1,"43845.27"
"2227","Metropolitan State University of Denver","52.03","Accounting and Related Services.","Business","31","Master's Degree",1,"55178.94"
"2228","Metropolitan State University of Denver","13.01","Education, General.","Education","31","Master's Degree",1,"41346.550000000003"
"2229","Metropolitan State University of Denver","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","21","Bachelor's Degree",1,"61095.21"
"2230","Metropolitan State University of Denver","03.02","Natural Resources Management and Policy.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,NA
"2231","Metropolitan State University of Denver","44.00","Human Services, General.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",1,NA
"2232","Metropolitan State University of Denver","52.07","Entrepreneurial and Small Business Operations.","Business","21","Bachelor's Degree",1,NA
"2233","Metropolitan State University of Denver","52.14","Marketing.","Business","01","Certificate(<1 year)",1,NA
"2234","Metropolitan State University of Denver","15.06","Industrial Production Technologies/Technicians.","Science, Technology, Engineering and Math","21","Bachelor's Degree",1,NA
"2235","Metropolitan State University of Denver","52.09","Hospitality Administration/Management.","Business","01","Certificate(<1 year)",1,NA
"2236","Metropolitan State University of Denver","14.18","Materials Engineering","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,NA
"2237","Northeastern Junior College","01.03","Agricultural Production Operations.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",1,NA
"2238","Northeastern Junior College","01.05","Agricultural and Domestic Animal Services.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",1,"41107.019999999997"
"2239","Northeastern Junior College","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","11","Associate of Applied Science",1,"37997.82"
"2240","Northeastern Junior College","01.01","Agricultural Business and Management.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,"30356.33"
"2241","Northeastern Junior College","01.05","Agricultural and Domestic Animal Services.","Science, Technology, Engineering and Math","11","Associate of Applied Science",1,"22102.5"
"2242","Northeastern Junior College","52.02","Business Administration, Management and Operations.","Business","01","Certificate(<1 year)",1,"25940"
"2243","Northeastern Junior College","01.08","Agricultural Public Services.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",1,"66095.72"
"2244","Northeastern Junior College","","ALL","ALL","12","Associate of General Studies",1,"27756.400000000001"
"2245","Northeastern Junior College","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","12","Associate of General Studies",1,"27756.400000000001"
"2246","Northeastern Junior College","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","13","Associate Degree(AA or AS)",1,"23108.080000000002"
"2247","Northeastern Junior College","","ALL","ALL","13","Associate Degree(AA or AS)",1,"23108.080000000002"
"2248","Northeastern Junior College","13.12","Teacher Education and Professional Development, Specific Levels and Methods.","Education","11","Associate of Applied Science",1,"25049.919999999998"
